policy_id,period,region,line_of_business,claims_paid,net_earned_premium,loss_ratio,client_name,risk_category,cause_of_loss,claim_status,settlement_date,gwp_usd,nep_usd,claims_paid_usd,combined_ratio,exposure,premium_rate,continent
CLM-411018,2012-02-08,Asia Pacific,Energy,6016.54,6724.69,0.8947,Nile Star Assurance (Africa),Credit,Drought,Open,,,6724.69,6016.54,0.8947,,1.0,Asia
CLM-411355,2012-02-10,Kenya,Credit & Surety,6173.16,6506.88,0.9487,Acentria Group,Weather,Fire,Closed,2012-11-14,,6506.88,6173.16,0.9487,,1.0,Africa
CLM-411774,2012-02-10,Europe,Aviation,95381.92,145347.6,0.6562,Meridian Insurance (N. America),Weather,Drought,Closed,2012-04-18,,145347.6,95381.92,0.6562,,1.0,Europe
CLM-411874,2012-02-12,Kenya,Energy,15194.23,28136.44,0.54,Atlas Underwriters (Europe),Market,Drought,Closed,2012-02-15,,28136.44,15194.23,0.54,,1.0,Africa
CLM-411397,2012-02-12,Caribbean,Credit & Surety,3971.53,5081.12,0.7816,Nile Star Assurance (Africa),Nat Cat,Liability Claim,Closed,2012-06-20,,5081.12,3971.53,0.7816,,1.0,North America
CLM-405984,2012-02-13,Europe,Health,1715.55,4176.43,0.4108,Zenith Cover,Operational,Earthquake,Closed,2012-03-13,,4176.43,1715.55,0.4108,,1.0,Europe
CLM-405750,2012-02-14,Nordics,Marine,52439.28,106749.88,0.4912,Coastal Mutual,Market,Windstorm,Closed,2012-07-11,,106749.88,52439.28,0.4912,,1.0,Europe
CLM-410812,2012-02-14,Nordics,Aviation,55540.49,105889.12,0.5245,Metro Insurers,Credit,Fire,Closed,2012-06-15,,105889.12,55540.49,0.5245,,1.0,Europe
CLM-405373,2012-02-14,Asia Pacific,Motor,14209.12,17274.05,0.8226,Andes Mutual (S. America),Market,Marine Peril,Closed,2012-04-01,,17274.05,14209.12,0.8226,,1.0,Asia
CLM-411929,2012-02-14,Latin America,Energy,56489.4,76192.47,0.7414,Orient Shield Insurance (Asia),Cyber,Cyber Breach,Closed,2012-03-19,,76192.47,56489.4,0.7414,,1.0,South America
CLM-412722,2012-02-15,Africa,Engineering,24131.5,60570.83,0.3984,Meridian Insurance (N. America),Market,Windstorm,Closed,2012-03-11,,60570.83,24131.5,0.3984,,1.0,Africa
CLM-402932,2012-02-15,Asia Pacific,Marine,51923.8,113928.27,0.4558,Metro Insurers,Nat Cat,Hail,Closed,2013-01-01,,113928.27,51923.8,0.4558,,1.0,Asia
CLM-411023,2012-02-15,Europe,Marine,9723.5,20675.25,0.4703,Meridian Insurance (N. America),Nat Cat,Hail,Closed,2012-03-26,,20675.25,9723.5,0.4703,,1.0,Europe
CLM-404376,2012-02-15,Asia Pacific,Health,8575.56,10292.2,0.8332,Andes Mutual (S. America),Weather,Hail,Open,,,10292.2,8575.56,0.8332,,1.0,Asia
CLM-411560,2012-02-15,Middle East & Africa,Liability,57045.01,109896.83,0.5191,Coastal Mutual,Credit,Windstorm,Closed,2012-08-23,,109896.83,57045.01,0.5191,,1.0,Asia
CLM-410492,2012-02-16,Asia Pacific,Property,15712.35,21316.45,0.7371,Zenith Cover,Cyber,Flood,Closed,2012-03-12,,21316.45,15712.35,0.7371,,1.0,Asia
CLM-406998,2012-02-16,Caribbean,Liability,36724.03,49424.58,0.743,Baobab Insurance,Credit,Collision,Reopened,2012-08-03,,49424.58,36724.03,0.743,,1.0,North America
CLM-411880,2012-02-17,Middle East & Africa,Health,4876.56,9107.68,0.5354,Baobab Insurance,Weather,Hail,Closed,2012-03-28,,9107.68,4876.56,0.5354,,1.0,Asia
CLM-404811,2012-02-17,Europe,Motor,4298.53,10671.04,0.4028,Pinnacle Assurance,Operational,Machinery Breakdown,Closed,2012-04-21,,10671.04,4298.53,0.4028,,1.0,Europe
CLM-412888,2012-02-18,Caribbean,Engineering,31699.39,40817.03,0.7766,Coastal Mutual,Cyber,Collision,Open,,,40817.03,31699.39,0.7766,,1.0,North America
CLM-404375,2012-02-18,Australia & Pacific,Health,12581.83,17897.85,0.703,Acentria Group,Weather,Cyber Breach,Closed,2012-04-11,,17897.85,12581.83,0.703,,1.0,Oceania
CLM-408882,2012-02-18,Nordics,Engineering,12366.59,26651.44,0.464,Zenith Cover,Nat Cat,Hail,Closed,2012-03-02,,26651.44,12366.59,0.464,,1.0,Europe
CLM-406645,2012-02-21,Caribbean,Property,4353.45,6985.17,0.6232,Orient Shield Insurance (Asia),Market,Machinery Breakdown,Closed,2012-03-06,,6985.17,4353.45,0.6232,,1.0,North America
CLM-406545,2012-02-24,Australia & Pacific,Agriculture,3328.65,4223.67,0.7881,Orient Shield Insurance (Asia),Cyber,Liability Claim,Closed,2012-03-27,,4223.67,3328.65,0.7881,,1.0,Oceania
CLM-411830,2012-02-25,Middle East & Africa,Property,30606.23,55901.97,0.5475,Pacifica Cover (Oceania),Market,Collision,Closed,2012-06-04,,55901.97,30606.23,0.5475,,1.0,Asia
CLM-400979,2012-02-25,Kenya,Motor,6319.53,16226.25,0.3895,Horizon Underwriters,Weather,Fire,Closed,2012-03-21,,16226.25,6319.53,0.3895,,1.0,Africa
CLM-407024,2012-02-26,Australia & Pacific,Marine,10048.44,12117.69,0.8292,Coastal Mutual,Operational,Theft,Closed,2013-03-09,,12117.69,10048.44,0.8292,,1.0,Oceania
CLM-403954,2012-02-26,Australia & Pacific,Aviation,18762.41,26251.51,0.7147,Baobab Insurance,Operational,Liability Claim,Closed,2012-11-05,,26251.51,18762.41,0.7147,,1.0,Oceania
CLM-401064,2012-02-27,Australia & Pacific,Credit & Surety,3789.44,6524.47,0.5808,Horizon Underwriters,Operational,Earthquake,Closed,2012-03-26,,6524.47,3789.44,0.5808,,1.0,Oceania
CLM-408441,2012-02-28,Latin America,Cyber,18899.84,31693.88,0.5963,Atlas Underwriters (Europe),Market,Machinery Breakdown,Closed,2012-05-22,,31693.88,18899.84,0.5963,,1.0,South America
CLM-405666,2012-02-28,Caribbean,Marine,53038.89,110822.78,0.4786,Orient Shield Insurance (Asia),Political,Collision,Closed,2012-11-14,,110822.78,53038.89,0.4786,,1.0,North America
CLM-409516,2012-02-29,Kenya,Life,49558.97,59310.2,0.8356,Andes Mutual (S. America),Market,Cyber Breach,Closed,2012-04-01,,59310.2,49558.97,0.8356,,1.0,Africa
CLM-400369,2012-03-01,Europe,Life,67914.57,176058.65,0.3857,Nile Star Assurance (Africa),Credit,Hail,Closed,2012-05-06,,176058.65,67914.57,0.3857,,1.0,Europe
CLM-403302,2012-03-03,Africa,Property,22396.4,30209.66,0.7414,Coastal Mutual,Credit,Fire,Closed,2012-05-23,,30209.66,22396.4,0.7414,,1.0,Africa
CLM-402097,2012-03-04,Europe,Engineering,52549.88,55956.04,0.9391,Nile Star Assurance (Africa),Cyber,Flood,Closed,2012-04-09,,55956.04,52549.88,0.9391,,1.0,Europe
CLM-409400,2012-03-04,Australia & Pacific,Energy,30391.16,42388.29,0.717,Baobab Insurance,Cyber,Drought,Closed,2012-03-14,,42388.29,30391.16,0.717,,1.0,Oceania
CLM-409995,2012-03-05,Kenya,Energy,11246.27,28591.58,0.3933,Baobab Insurance,Credit,Hail,Closed,2012-03-16,,28591.58,11246.27,0.3933,,1.0,Africa
CLM-411012,2012-03-05,Caribbean,Life,2354.3,2765.64,0.8513,Meridian Insurance (N. America),Market,Drought,Closed,2012-07-13,,2765.64,2354.3,0.8513,,1.0,North America
CLM-409420,2012-03-05,North America,Liability,36704.2,50883.4,0.7213,Coastal Mutual,Credit,Theft,Closed,2012-08-16,,50883.4,36704.2,0.7213,,1.0,North America
CLM-408750,2012-03-06,Latin America,Cyber,67952.14,77060.06,0.8818,Zenith Cover,Political,Hail,Closed,2012-04-08,,77060.06,67952.14,0.8818,,1.0,South America
CLM-407215,2012-03-07,Latin America,Health,42013.41,71192.05,0.5901,Nile Star Assurance (Africa),Market,Hail,Under Review,,,71192.05,42013.41,0.5901,,1.0,South America
CLM-410575,2012-03-07,Africa,Cyber,32871.44,37939.14,0.8664,Acentria Group,Credit,Machinery Breakdown,Closed,2012-04-23,,37939.14,32871.44,0.8664,,1.0,Africa
CLM-408616,2012-03-07,Middle East & Africa,Agriculture,37982.01,46723.52,0.8129,AgriProtect,Credit,Earthquake,Closed,2012-03-25,,46723.52,37982.01,0.8129,,1.0,Asia
CLM-412047,2012-03-07,Australia & Pacific,Engineering,25657.26,38068.76,0.674,Zenith Cover,Nat Cat,Marine Peril,Reopened,2012-03-13,,38068.76,25657.26,0.674,,1.0,Oceania
CLM-400774,2012-03-09,Middle East & Africa,Cyber,36443.45,76958.88,0.4735,Atlas Underwriters (Europe),Operational,Machinery Breakdown,Closed,2012-05-30,,76958.88,36443.45,0.4735,,1.0,Asia
CLM-404507,2012-03-09,Middle East & Africa,Motor,74411.19,95237.43,0.7813,Acentria Group,Nat Cat,Machinery Breakdown,Closed,2012-03-27,,95237.43,74411.19,0.7813,,1.0,Asia
CLM-406858,2012-03-11,Asia Pacific,Agriculture,14191.74,25438.28,0.5579,Atlas Underwriters (Europe),Market,Liability Claim,Closed,2012-04-17,,25438.28,14191.74,0.5579,,1.0,Asia
CLM-401641,2012-03-12,Asia Pacific,Health,14916.11,19409.99,0.7685,Horizon Underwriters,Cyber,Earthquake,Reopened,2012-05-23,,19409.99,14916.11,0.7685,,1.0,Asia
CLM-407329,2012-03-12,Africa,Energy,16514.04,19774.2,0.8351,Acentria Group,Credit,Drought,Under Review,,,19774.2,16514.04,0.8351,,1.0,Africa
CLM-410907,2012-03-12,Nordics,Health,214394.24,334149.45,0.6416,Pinnacle Assurance,Market,Fire,Closed,2012-04-28,,334149.45,214394.24,0.6416,,1.0,Europe
CLM-408900,2012-03-12,Latin America,Motor,269942.61,729543.39,0.37,Andes Mutual (S. America),Operational,Collision,Closed,2012-03-22,,729543.39,269942.61,0.37,,1.0,South America
CLM-410734,2012-03-12,Nordics,Marine,2493.2,2867.96,0.8693,Meridian Insurance (N. America),Weather,Windstorm,Closed,2012-09-29,,2867.96,2493.2,0.8693,,1.0,Europe
CLM-408699,2012-03-13,Africa,Agriculture,7409.73,11429.45,0.6483,Pacifica Cover (Oceania),Cyber,Windstorm,Closed,2012-04-16,,11429.45,7409.73,0.6483,,1.0,Africa
CLM-407931,2012-03-14,Kenya,Life,41391.18,109659.81,0.3775,Meridian Insurance (N. America),Nat Cat,Theft,Reopened,2012-05-01,,109659.81,41391.18,0.3775,,1.0,Africa
CLM-402775,2012-03-14,Middle East & Africa,Liability,14897.74,18885.98,0.7888,Coastal Mutual,Market,Hail,Closed,2012-08-10,,18885.98,14897.74,0.7888,,1.0,Asia
CLM-406780,2012-03-14,Africa,Property,43408.8,98835.34,0.4392,AgriProtect,Market,Drought,Closed,2012-04-21,,98835.34,43408.8,0.4392,,1.0,Africa
CLM-409450,2012-03-15,Asia Pacific,Cyber,34382.17,40529.19,0.8483,Meridian Insurance (N. America),Nat Cat,Cyber Breach,Closed,2012-03-26,,40529.19,34382.17,0.8483,,1.0,Asia
CLM-400329,2012-03-15,Middle East & Africa,Motor,5198.12,9522.53,0.5459,Coastal Mutual,Operational,Drought,Closed,2012-04-04,,9522.53,5198.12,0.5459,,1.0,Asia
CLM-411806,2012-03-15,North America,Motor,13146.99,30223.43,0.435,Orient Shield Insurance (Asia),Operational,Liability Claim,Closed,2012-05-18,,30223.43,13146.99,0.435,,1.0,North America
CLM-411146,2012-03-16,Europe,Property,10307.15,19162.72,0.5379,Orient Shield Insurance (Asia),Nat Cat,Flood,Open,,,19162.72,10307.15,0.5379,,1.0,Europe
CLM-404659,2012-03-16,Europe,Marine,29924.88,68016.26,0.44,Andes Mutual (S. America),Political,Marine Peril,Closed,2012-10-24,,68016.26,29924.88,0.44,,1.0,Europe
CLM-404026,2012-03-16,Australia & Pacific,Life,3541.73,8949.44,0.3957,Nile Star Assurance (Africa),Operational,Collision,Closed,2012-04-18,,8949.44,3541.73,0.3957,,1.0,Oceania
CLM-401564,2012-03-17,Nordics,Liability,38361.33,41595.21,0.9223,Pacifica Cover (Oceania),Political,Liability Claim,Closed,2012-09-20,,41595.21,38361.33,0.9223,,1.0,Europe
CLM-403480,2012-03-18,Kenya,Aviation,31643.76,50412.61,0.6277,Meridian Insurance (N. America),Credit,Liability Claim,Closed,2012-09-16,,50412.61,31643.76,0.6277,,1.0,Africa
CLM-409621,2012-03-19,North America,Life,1666.07,3794.27,0.4391,Meridian Insurance (N. America),Cyber,Hail,Closed,2012-04-09,,3794.27,1666.07,0.4391,,1.0,North America
CLM-408045,2012-03-19,Latin America,Aviation,103620.16,200416.47,0.517,Orient Shield Insurance (Asia),Nat Cat,Earthquake,Closed,2012-09-12,,200416.47,103620.16,0.517,,1.0,South America
CLM-404104,2012-03-21,Kenya,Cyber,21168.29,28851.32,0.7337,Acentria Group,Nat Cat,Collision,Closed,2012-06-04,,28851.32,21168.29,0.7337,,1.0,Africa
CLM-404174,2012-03-21,Asia Pacific,Engineering,87327.63,95947.15,0.9102,Orient Shield Insurance (Asia),Weather,Theft,Closed,2012-04-25,,95947.15,87327.63,0.9102,,1.0,Asia
CLM-402007,2012-03-22,Africa,Health,27102.83,55081.43,0.4921,Orient Shield Insurance (Asia),Cyber,Theft,Open,,,55081.43,27102.83,0.4921,,1.0,Africa
CLM-411185,2012-03-22,Nordics,Agriculture,35745.04,58545.94,0.6105,AgriProtect,Operational,Earthquake,Closed,2012-06-01,,58545.94,35745.04,0.6105,,1.0,Europe
CLM-411542,2012-03-23,Europe,Health,8331.0,9520.75,0.875,Pinnacle Assurance,Cyber,Collision,Closed,2012-06-25,,9520.75,8331.0,0.875,,1.0,Europe
CLM-404942,2012-03-23,Europe,Cyber,14476.07,16131.59,0.8974,AgriProtect,Nat Cat,Flood,Open,,,16131.59,14476.07,0.8974,,1.0,Europe
CLM-403980,2012-03-23,Africa,Life,7165.06,8099.71,0.8846,Metro Insurers,Cyber,Hail,Closed,2012-05-17,,8099.71,7165.06,0.8846,,1.0,Africa
CLM-400502,2012-03-23,Europe,Credit & Surety,29287.13,59084.01,0.4957,Pinnacle Assurance,Credit,Hail,Closed,2012-07-26,,59084.01,29287.13,0.4957,,1.0,Europe
CLM-408381,2012-03-23,Australia & Pacific,Credit & Surety,22501.82,24234.23,0.9285,Pacifica Cover (Oceania),Political,Machinery Breakdown,Closed,2013-05-06,,24234.23,22501.82,0.9285,,1.0,Oceania
CLM-407619,2012-03-23,Nordics,Energy,10850.42,23621.71,0.4593,Atlas Underwriters (Europe),Nat Cat,Collision,Closed,2012-07-06,,23621.71,10850.42,0.4593,,1.0,Europe
CLM-406934,2012-03-24,Nordics,Engineering,6476.34,9617.05,0.6734,Pacifica Cover (Oceania),Operational,Earthquake,Closed,2012-05-11,,9617.05,6476.34,0.6734,,1.0,Europe
CLM-405036,2012-03-25,Nordics,Health,87667.83,171233.85,0.512,Orient Shield Insurance (Asia),Nat Cat,Marine Peril,Closed,2012-06-24,,171233.85,87667.83,0.512,,1.0,Europe
CLM-410027,2012-03-26,Latin America,Life,10002.33,10850.62,0.9218,Nile Star Assurance (Africa),Weather,Collision,Closed,2012-04-23,,10850.62,10002.33,0.9218,,1.0,South America
CLM-401663,2012-03-27,Middle East & Africa,Energy,3665.03,3882.0,0.9441,Andes Mutual (S. America),Market,Earthquake,Open,,,3882.0,3665.03,0.9441,,1.0,Asia
CLM-412798,2012-03-27,Latin America,Energy,12231.41,22079.34,0.554,Horizon Underwriters,Weather,Machinery Breakdown,Closed,2012-05-04,,22079.34,12231.41,0.554,,1.0,South America
CLM-405833,2012-03-27,Europe,Aviation,76440.88,214932.77,0.3557,Pacifica Cover (Oceania),Operational,Cyber Breach,Under Review,,,214932.77,76440.88,0.3557,,1.0,Europe
CLM-410856,2012-03-28,North America,Liability,19646.6,43193.78,0.4548,Meridian Insurance (N. America),Operational,Flood,Closed,2013-03-08,,43193.78,19646.6,0.4548,,1.0,North America
CLM-403150,2012-03-28,Kenya,Life,159379.28,298648.6,0.5337,Orient Shield Insurance (Asia),Political,Collision,Closed,2012-06-14,,298648.6,159379.28,0.5337,,1.0,Africa
CLM-412171,2012-03-29,Caribbean,Aviation,5460.15,9183.36,0.5946,Zenith Cover,Nat Cat,Flood,Closed,2013-02-07,,9183.36,5460.15,0.5946,,1.0,North America
CLM-406108,2012-03-30,Africa,Marine,6385.08,9358.19,0.6823,Baobab Insurance,Credit,Earthquake,Closed,2012-09-04,,9358.19,6385.08,0.6823,,1.0,Africa
CLM-404203,2012-03-30,North America,Aviation,12208.5,19440.51,0.628,Orient Shield Insurance (Asia),Nat Cat,Liability Claim,Closed,2012-10-03,,19440.51,12208.5,0.628,,1.0,North America
CLM-401305,2012-03-30,Latin America,Energy,30480.58,49201.15,0.6195,Horizon Underwriters,Political,Liability Claim,Closed,2012-06-15,,49201.15,30480.58,0.6195,,1.0,South America
CLM-409659,2012-03-30,Australia & Pacific,Motor,15622.75,23266.24,0.6715,Nile Star Assurance (Africa),Weather,Windstorm,Closed,2012-04-24,,23266.24,15622.75,0.6715,,1.0,Oceania
CLM-409325,2012-03-31,Australia & Pacific,Cyber,7414.91,7855.37,0.9439,Pinnacle Assurance,Cyber,Marine Peril,Closed,2012-04-09,,7855.37,7414.91,0.9439,,1.0,Oceania
CLM-405217,2012-04-02,Kenya,Cyber,19501.62,49215.99,0.3962,Pinnacle Assurance,Market,Marine Peril,Closed,2012-06-12,,49215.99,19501.62,0.3962,,1.0,Africa
CLM-401999,2012-04-02,Nordics,Life,3710.99,6872.95,0.5399,Nile Star Assurance (Africa),Weather,Hail,Reopened,2012-06-28,,6872.95,3710.99,0.5399,,1.0,Europe
CLM-406084,2012-04-02,Australia & Pacific,Liability,12703.92,15942.36,0.7969,Pacifica Cover (Oceania),Market,Collision,Closed,2012-11-08,,15942.36,12703.92,0.7969,,1.0,Oceania
CLM-406448,2012-04-03,Africa,Marine,18946.17,43578.81,0.4348,Pinnacle Assurance,Political,Collision,Closed,2012-12-12,,43578.81,18946.17,0.4348,,1.0,Africa
CLM-403462,2012-04-03,Caribbean,Liability,2869.02,5450.1,0.5264,Meridian Insurance (N. America),Political,Hail,Closed,2012-11-08,,5450.1,2869.02,0.5264,,1.0,North America
CLM-402315,2012-04-03,Nordics,Engineering,50976.74,57378.24,0.8884,AgriProtect,Cyber,Theft,Closed,2012-08-01,,57378.24,50976.74,0.8884,,1.0,Europe
CLM-410444,2012-04-03,Australia & Pacific,Health,63517.59,128104.76,0.4958,Andes Mutual (S. America),Nat Cat,Theft,Closed,2012-07-05,,128104.76,63517.59,0.4958,,1.0,Oceania
CLM-410067,2012-04-03,Asia Pacific,Energy,76506.47,117771.44,0.6496,Zenith Cover,Credit,Flood,Closed,2012-04-21,,117771.44,76506.47,0.6496,,1.0,Asia
CLM-406636,2012-04-04,Asia Pacific,Engineering,46038.94,126506.88,0.3639,Andes Mutual (S. America),Operational,Theft,Closed,2012-06-18,,126506.88,46038.94,0.3639,,1.0,Asia
CLM-410525,2012-04-04,Asia Pacific,Credit & Surety,14843.01,18735.52,0.7922,Metro Insurers,Political,Hail,Under Review,,,18735.52,14843.01,0.7922,,1.0,Asia
CLM-407637,2012-04-04,Nordics,Energy,35084.34,38828.55,0.9036,Coastal Mutual,Nat Cat,Drought,Closed,2012-04-26,,38828.55,35084.34,0.9036,,1.0,Europe
CLM-404172,2012-04-05,North America,Life,55533.89,61124.59,0.9085,Horizon Underwriters,Market,Machinery Breakdown,Under Review,,,61124.59,55533.89,0.9085,,1.0,North America
CLM-409582,2012-04-06,Africa,Motor,14986.57,33664.08,0.4452,Coastal Mutual,Weather,Flood,Closed,2012-06-10,,33664.08,14986.57,0.4452,,1.0,Africa
CLM-400980,2012-04-08,Africa,Health,80670.17,137480.27,0.5868,Pinnacle Assurance,Cyber,Liability Claim,Closed,2012-04-11,,137480.27,80670.17,0.5868,,1.0,Africa
CLM-411329,2012-04-08,North America,Aviation,19473.39,25105.88,0.7757,Atlas Underwriters (Europe),Credit,Drought,Reopened,2012-08-01,,25105.88,19473.39,0.7757,,1.0,North America
CLM-405744,2012-04-08,Caribbean,Aviation,56724.26,77947.98,0.7277,Pinnacle Assurance,Operational,Machinery Breakdown,Reopened,2012-12-02,,77947.98,56724.26,0.7277,,1.0,North America
CLM-403321,2012-04-08,Nordics,Property,17104.24,22698.23,0.7535,Metro Insurers,Cyber,Drought,Closed,2012-05-21,,22698.23,17104.24,0.7535,,1.0,Europe
CLM-411840,2012-04-09,Caribbean,Credit & Surety,31199.65,36753.61,0.8489,Baobab Insurance,Operational,Earthquake,Closed,2013-05-29,,36753.61,31199.65,0.8489,,1.0,North America
CLM-411511,2012-04-10,Nordics,Aviation,4059.24,7107.68,0.5711,Atlas Underwriters (Europe),Cyber,Windstorm,Closed,2012-11-01,,7107.68,4059.24,0.5711,,1.0,Europe
CLM-400821,2012-04-13,Africa,Aviation,38056.04,96719.67,0.3935,Orient Shield Insurance (Asia),Cyber,Hail,Closed,2012-09-20,,96719.67,38056.04,0.3935,,1.0,Africa
CLM-409961,2012-04-14,Middle East & Africa,Liability,25958.26,29759.94,0.8723,Atlas Underwriters (Europe),Operational,Liability Claim,Closed,2012-08-09,,29759.94,25958.26,0.8723,,1.0,Asia
CLM-408771,2012-04-14,Kenya,Credit & Surety,49436.82,88398.54,0.5592,Horizon Underwriters,Operational,Liability Claim,Closed,2012-05-28,,88398.54,49436.82,0.5592,,1.0,Africa
CLM-403437,2012-04-14,North America,Property,102927.55,183226.74,0.5617,Andes Mutual (S. America),Operational,Liability Claim,Closed,2012-05-13,,183226.74,102927.55,0.5617,,1.0,North America
CLM-402334,2012-04-15,Australia & Pacific,Credit & Surety,49175.09,96959.42,0.5072,Orient Shield Insurance (Asia),Weather,Theft,Closed,2012-05-27,,96959.42,49175.09,0.5072,,1.0,Oceania
CLM-410392,2012-04-15,Kenya,Aviation,10057.58,13985.19,0.7192,Baobab Insurance,Market,Flood,Closed,2012-07-16,,13985.19,10057.58,0.7192,,1.0,Africa
CLM-410425,2012-04-16,Australia & Pacific,Health,7122.1,11892.59,0.5989,Andes Mutual (S. America),Operational,Marine Peril,Closed,2012-07-06,,11892.59,7122.1,0.5989,,1.0,Oceania
CLM-402540,2012-04-16,Nordics,Engineering,37912.0,101294.52,0.3743,Pacifica Cover (Oceania),Cyber,Flood,Closed,2012-06-26,,101294.52,37912.0,0.3743,,1.0,Europe
CLM-409495,2012-04-17,Latin America,Cyber,48387.07,98262.03,0.4924,Meridian Insurance (N. America),Nat Cat,Liability Claim,Closed,2012-04-26,,98262.03,48387.07,0.4924,,1.0,South America
CLM-407792,2012-04-17,Kenya,Aviation,71325.16,172020.59,0.4146,Nile Star Assurance (Africa),Cyber,Windstorm,Closed,2012-05-26,,172020.59,71325.16,0.4146,,1.0,Africa
CLM-410152,2012-04-18,Australia & Pacific,Cyber,90676.43,97297.32,0.932,AgriProtect,Market,Cyber Breach,Closed,2012-05-20,,97297.32,90676.43,0.932,,1.0,Oceania
CLM-400786,2012-04-19,Europe,Agriculture,66806.74,130864.21,0.5105,Horizon Underwriters,Market,Collision,Closed,2012-06-16,,130864.21,66806.74,0.5105,,1.0,Europe
CLM-406646,2012-04-19,Middle East & Africa,Credit & Surety,1721.27,3093.16,0.5565,Andes Mutual (S. America),Market,Hail,Closed,2012-12-09,,3093.16,1721.27,0.5565,,1.0,Asia
CLM-412800,2012-04-21,Australia & Pacific,Cyber,42364.66,65448.09,0.6473,Orient Shield Insurance (Asia),Cyber,Cyber Breach,Closed,2012-08-02,,65448.09,42364.66,0.6473,,1.0,Oceania
CLM-400362,2012-04-21,Africa,Agriculture,4856.61,11391.86,0.4263,Orient Shield Insurance (Asia),Credit,Drought,Closed,2012-07-01,,11391.86,4856.61,0.4263,,1.0,Africa
CLM-409532,2012-04-21,Middle East & Africa,Engineering,29383.88,34167.13,0.86,Baobab Insurance,Nat Cat,Windstorm,Open,,,34167.13,29383.88,0.86,,1.0,Asia
CLM-411521,2012-04-22,Latin America,Energy,2731.62,3175.51,0.8602,Acentria Group,Weather,Cyber Breach,Closed,2012-06-09,,3175.51,2731.62,0.8602,,1.0,South America
CLM-411247,2012-04-23,Middle East & Africa,Engineering,28769.09,31416.02,0.9157,Metro Insurers,Operational,Flood,Reopened,2012-06-03,,31416.02,28769.09,0.9157,,1.0,Asia
CLM-412535,2012-04-23,Asia Pacific,Agriculture,14336.35,18564.31,0.7723,Horizon Underwriters,Cyber,Hail,Closed,2012-05-03,,18564.31,14336.35,0.7723,,1.0,Asia
CLM-400857,2012-04-24,Latin America,Marine,49773.81,88046.13,0.5653,Pinnacle Assurance,Nat Cat,Drought,Closed,2012-09-30,,88046.13,49773.81,0.5653,,1.0,South America
