policy_id,period,region,country,line_of_business,gross_written_premium,net_earned_premium,claims_paid,loss_ratio,combined_ratio,client_name,risk_category,exposure,premium_rate,ceded_premium,commission,retention,treaty_type,currency,underwriter,claim_status,cause_of_loss,settlement_date,reserve,broker,gwp_usd,nep_usd,claims_paid_usd,continent
POL-2021-004592-EA14,2021-08-14,Europe,Ireland,Motor,695008.05,294892.46,155614.75,0.5277,0.8632,Royal Corp  Ireland,Specialty,11515170.48,0.060356,328866.64,28856.64,64541.62,Aggregate XL,USD,Judy Baker,Closed,Cyber Attack,2023-05-08,0.0,Aon,695008.05,294892.46,155614.75,Europe
POL-2008-004593-1305,2008-02-28,Asia Pacific,South Korea,Casualty,17256.22,7829.72,2687.16,0.3432,0.5647,Royal Underwriters of South Korea,High,459016.47,0.037594,6257.2,1403.36,1692.38,Quota Share,BRL,Gabrielle Davis,Pending,Crop Failure,,1634.53,Gallagher,17256.22,7829.72,2687.16,Asia
POL-2006-004594-CF44,2006-11-29,Europe,Greece,Workers Compensation,358880.27,270637.08,0.0,,,National Corp of Greece,High,4815636.21,0.074524,3137.44,556.48,23214.87,Quota Share,EUR,Michele Williams,,,,0.0,Amwins,358880.27,270637.08,0.0,Europe
POL-2021-004595-2C17,2021-08-09,Europe,Portugal,Workers Compensation,463451.93,191488.39,0.0,,,National Holdings  Portugal,High,23695654.19,0.019559,234573.48,52577.4,3247992.33,Aggregate XL,EUR,Angela Lopez,,,,0.0,Willis Towers Watson,463451.93,191488.39,0.0,Europe
POL-2007-004596-1774,2007-10-22,North America,United States,Marine,141521.9,64742.17,0.0,,,National Mutual of United States,High,2242445.06,0.063111,66174.04,14974.11,19097.26,Surplus,USD,Abigail Shaffer,,,,0.0,Local Broker Partners,141521.9,64742.17,0.0,North America
POL-2017-004597-0EEA,2017-01-31,Europe,Belgium,Credit,1709247.59,696923.7,0.0,,,Mcdonald-Pitts,High,21920070.21,0.077976,567943.3,94441.72,103781.91,Aggregate XL,USD,Whitney Peters,,,,0.0,Amwins,1709247.59,696923.7,0.0,Europe
POL-2022-004598-CD7B,2022-08-04,Africa & Middle East,South Africa,Directors & Officers,81237.66,33643.12,0.0,,,Dunn-Taylor,Medium,1764050.51,0.046052,36900.8,5748.27,2969443.91,Aggregate XL,GBP,Jeffrey Chavez,,,,0.0,Willis Towers Watson,81237.66,33643.12,0.0,Other
POL-2024-004599-C70A,2024-02-13,Asia Pacific,Thailand,Marine,1131873.48,547452.69,549040.3,1.0029,1.3008,"Ryan, Garza and Bryant",High,79752296.56,0.014192,311928.98,56854.83,89760.94,Aggregate XL,CAD,Rebecca Henderson,Denied,Crop Failure,,0.0,Brown & Brown,1131873.48,547452.69,549040.3,Asia
POL-2010-004600-232B,2010-06-18,Asia Pacific,South Korea,Life,81395.78,33062.62,18571.27,0.5617,0.8668,Global Mutual of South Korea,Specialty,4416760.63,0.018429,47878.95,4638.29,821840.1,Quota Share,USD,John Pierce,Denied,Fire,,0.0,Independent Agents,81395.78,33062.62,18571.27,Asia
POL-2013-004601-DD85,2013-05-29,Europe,Netherlands,Terrorism,821501.71,187556.01,0.0,,,"Fields, Elliott and Mills",High,15868978.57,0.051768,540781.61,104678.08,2458259.52,Stop Loss,EUR,Victoria Garcia,,,,0.0,Willis Towers Watson,821501.71,187556.01,0.0,Europe
POL-2009-004602-6315,2009-01-21,Asia Pacific,Vietnam,Casualty,1616973.04,1050012.7,0.0,,,"Ferguson, Stout and Olson",High,100090529.62,0.016155,262837.46,39488.62,3686672.88,Excess of Loss,AUD,Monica Herrera,,,,0.0,CRC Group,1616973.04,1050012.7,0.0,Asia
POL-2014-004603-7554,2014-09-22,Latin America,Peru,Health,427997.26,330210.59,212490.51,0.6435,0.8701,Ballard Group,Specialty,10447812.69,0.040965,66045.97,4387.17,2762856.49,Stop Loss,USD,Tracy House,Open,Crop Failure,,150274.16,Howden,427997.26,330210.59,212490.51,South America
POL-2017-004604-193B,2017-09-24,Europe,United Kingdom,Credit,65551.97,42504.82,0.0,,,Diaz-Green,Medium,1050561.17,0.062397,15696.77,1777.8,3738639.33,Quota Share,GBP,Amber Kidd,,,,0.0,Aon,65551.97,42504.82,0.0,Europe
POL-2022-004605-CC36,2022-07-18,Europe,Ireland,Surety,267304.85,93754.52,0.0,,,Atlantic Underwriters  Ireland,Medium,7880837.94,0.033918,135666.62,28278.96,17761.79,Surplus,USD,Fred Smith,,,,0.0,Independent Agents,267304.85,93754.52,0.0,Europe
POL-2016-004606-AF92,2016-09-08,Europe,Portugal,Credit,119371.9,55410.14,60352.72,1.0892,1.2738,Summit Underwriters  Portugal,Specialty,5485073.04,0.021763,53203.73,13207.82,6878.71,Aggregate XL,USD,Angelica Tucker,Denied,Earthquake,,0.0,Local Broker Partners,119371.9,55410.14,60352.72,Europe
POL-2010-004607-892B,2010-11-23,Asia Pacific,Singapore,Casualty,256256.61,144180.83,0.0,,,Smith-Mills,High,10262004.56,0.024971,30872.16,2570.79,62388.77,Facultative,JPY,Brittney Phillips,,,,0.0,Willis Towers Watson,256256.61,144180.83,0.0,Asia
POL-2012-004608-9539,2012-11-25,Latin America,Peru,Surety,242049.71,155591.36,64897.16,0.4171,0.6592,Continental Re of Peru,Specialty,13010695.05,0.018604,49183.42,7491.53,44102.95,Facultative,CAD,Jeffrey Chavez,Pending,Cyber Attack,,43261.44,Local Broker Partners,242049.71,155591.36,64897.16,South America
POL-2008-004609-FF16,2008-02-08,Asia Pacific,India,Political Risk,75874.1,41651.98,41764.44,1.0027,1.1904,Continental Underwriters  India,Specialty,951816.28,0.079715,25173.12,4934.43,3471561.71,Excess of Loss,AUD,Joshua Blair,Settled,Fire,2008-10-03,0.0,Hub International,75874.1,41651.98,41764.44,Asia
POL-2020-004610-CA09,2020-02-12,Asia Pacific,China,Health,213070.5,64631.81,0.0,,,Summit Ltd  China,High,9870992.59,0.021586,132175.6,24619.06,1123023.11,Quota Share,CAD,Gabrielle Davis,,,,0.0,Marsh,213070.5,64631.81,0.0,Asia
POL-2024-004611-951B,2024-02-04,Asia Pacific,Malaysia,Cyber,45598.68,24242.08,0.0,,,Royal Underwriters  Malaysia,Catastrophic,1162560.0,0.039223,21252.4,2955.32,8839.09,Quota Share,CAD,Tricia Valencia,,,,0.0,Marsh,45598.68,24242.08,0.0,Asia
POL-2008-004612-9307,2008-08-07,Africa & Middle East,Nigeria,Liability,402527.52,156597.79,0.0,,,Cooper Group,High,13457381.96,0.029911,184468.43,11585.2,3670475.83,Stop Loss,CHF,John Daniel,,,,0.0,Independent Agents,402527.52,156597.79,0.0,Other
POL-2023-004613-8441,2023-11-09,North America,Canada,Terrorism,130858.77,102644.11,30423.71,0.2964,0.6295,Continental Assurance  Canada,Medium,23203541.45,0.00564,2336.8,413.76,93229.91,Surplus,BRL,James Brown,Open,Machinery Breakdown,,20630.03,Hub International,130858.77,102644.11,30423.71,North America
POL-2025-004614-C7B9,2025-08-15,Latin America,Colombia,Energy,262493.12,81045.1,26209.99,0.3234,0.6655,"Smith, Weeks and Arroyo",Low,9128834.04,0.028754,157834.41,27549.32,1017403.81,Excess of Loss,INR,Tracy House,Open,Crop Failure,,17829.6,Hub International,262493.12,81045.1,26209.99,South America
POL-2012-004615-3FF7,2012-04-28,Europe,Greece,Liability,197075.74,60628.23,21995.92,0.3628,0.6678,Evans-Cannon,Catastrophic,2911486.35,0.067689,103797.7,10059.67,1558739.9,Aggregate XL,USD,Crystal Robinson,Denied,Cyber Attack,,0.0,Aon,197075.74,60628.23,21995.92,Europe
POL-2011-004616-F875,2011-12-21,Asia Pacific,Singapore,Cyber,1101939.18,686479.51,635680.03,0.926,1.2295,Pacific Assurance  Singapore,Low,117438304.91,0.009383,203971.8,19023.59,582445.14,Aggregate XL,AUD,Brittany Farmer,Open,Political Violence,,337304.09,CRC Group,1101939.18,686479.51,635680.03,Asia
POL-2025-004617-AF03,2025-04-29,North America,United States,Energy,25094.82,8362.5,5842.04,0.6986,0.9196,Pacific Group of United States,Specialty,501522.07,0.050037,12445.54,3020.02,1573413.99,Quota Share,USD,Brian Ramirez,Denied,Accident,,0.0,Lockton,25094.82,8362.5,5842.04,North America
POL-2008-004618-BF42,2008-06-27,Europe,Denmark,Motor,292629.83,174317.78,77798.03,0.4463,0.6389,Continental PLC of Denmark,Specialty,11145608.52,0.026255,94000.1,20052.93,29909.33,Quota Share,BRL,Megan Young,Closed,Liability Claim,2008-12-31,0.0,Lockton,292629.83,174317.78,77798.03,Europe
POL-2018-004619-EA45,2018-02-16,Asia Pacific,India,Professional Indemnity,164129.47,133910.8,147368.84,1.1005,1.4169,Atlantic Holdings  India,Catastrophic,60169150.23,0.002728,23115.65,5231.77,3386991.78,Excess of Loss,ZAR,Connor West,Settled,Flood,2020-07-31,0.0,Independent Agents,164129.47,133910.8,147368.84,Asia
POL-2007-004620-4A4E,2007-10-18,Europe,Italy,Aviation,267179.28,254627.03,117892.31,0.463,0.7381,Global Mutual  Italy,Low,6678737.26,0.040004,4.77,1.12,31528.59,Quota Share,EUR,Debra Davidson,Open,Fire,,113955.37,Amwins,267179.28,254627.03,117892.31,Europe
POL-2005-004621-2AF2,2005-07-31,Asia Pacific,Hong Kong,Credit,627692.32,344503.32,90673.27,0.2632,0.5591,Apex Insurance of Hong Kong,Medium,11253008.9,0.05578,195412.32,11819.39,45229.07,Surplus,USD,Lisa Hensley,Settled,Machinery Breakdown,2007-05-25,0.0,Amwins,627692.32,344503.32,90673.27,Asia
POL-2008-004622-2EDF,2008-07-30,Europe,Ireland,Health,91059.79,49302.14,34191.03,0.6935,1.006,Apex Corp of Ireland,Low,1510149.21,0.060299,26531.9,3886.67,672982.42,Facultative,USD,Jeffrey Chavez,Settled,Cyber Attack,2009-03-23,0.0,Gallagher,91059.79,49302.14,34191.03,Europe
POL-2013-004623-1E5E,2013-05-15,Africa & Middle East,United Arab Emirates,Property,341311.08,216417.62,0.0,,,National PLC  United Arab Emirates,Catastrophic,18125086.09,0.018831,82147.55,15110.08,71629.27,Excess of Loss,ZAR,Shane Henderson,,,,0.0,Independent Agents,341311.08,216417.62,0.0,Other
POL-2012-004624-583C,2012-02-12,Africa & Middle East,Saudi Arabia,Directors & Officers,103944.29,63016.84,0.0,,,Apex Ltd  Saudi Arabia,Medium,1500214.98,0.069286,16640.09,4086.51,3098318.03,Excess of Loss,AUD,Shane Henderson,,,,0.0,Lockton,103944.29,63016.84,0.0,Other
POL-2009-004625-586F,2009-10-06,Asia Pacific,Vietnam,Casualty,882339.05,279860.96,166769.15,0.5959,0.8455,Global Group  Vietnam,High,14298316.08,0.061709,592632.67,143122.7,2802371.93,Surplus,CHF,Debra Davidson,Settled,Crop Failure,2011-11-24,0.0,Brown & Brown,882339.05,279860.96,166769.15,Asia
POL-2022-004626-84CE,2022-08-21,Asia Pacific,Malaysia,Credit,100513.95,58543.73,0.0,,,Pacific Mutual of Malaysia,Medium,1466918.82,0.06852,38048.32,8180.47,3075853.37,Surplus,BRL,Justin Baker,,,,0.0,Lockton,100513.95,58543.73,0.0,Asia
POL-2010-004627-47C6,2010-01-06,Africa & Middle East,South Africa,Political Risk,40691.89,35886.06,0.0,,,Apex Underwriters of South Africa,Specialty,573649.67,0.070935,4291.08,462.69,2179.68,Quota Share,ZAR,Allison Hill,,,,0.0,Howden,40691.89,35886.06,0.0,Other
POL-2010-004628-37F6,2010-03-21,North America,Mexico,Aviation,1896007.44,804012.51,842122.7,1.0474,1.252,Pacific Underwriters of Mexico,High,58981086.18,0.032146,934309.87,171370.35,452372.41,Excess of Loss,CAD,Anthony Humphrey,Closed,Natural Catastrophe,2011-10-04,0.0,CRC Group,1896007.44,804012.51,842122.7,North America
POL-2006-004629-EE8E,2006-12-18,Europe,Norway,Life,312620.27,244979.07,0.0,,,Apex Ltd of Norway,Low,6357020.46,0.049177,67229.89,3865.1,44362.22,Quota Share,ZAR,John Daniel,,,,0.0,CRC Group,312620.27,244979.07,0.0,Europe
POL-2021-004630-9A17,2021-01-19,Europe,Austria,Cyber,152383.62,110449.03,90148.5,0.8162,1.1314,Premier Assurance  Austria,Medium,3357618.52,0.045384,25293.95,3408.98,3429768.23,Surplus,EUR,Patty Perez,Closed,Political Violence,2022-07-02,0.0,Lockton,152383.62,110449.03,90148.5,Europe
POL-2007-004631-06F0,2007-10-29,Asia Pacific,Thailand,Casualty,87738.19,52554.45,0.0,,,Summit Insurance of Thailand,Medium,1184781.36,0.074054,30852.42,2446.43,2690610.76,Facultative,GBP,Anthony Rodriguez,,,,0.0,Independent Agents,87738.19,52554.45,0.0,Asia
POL-2017-004632-E2FD,2017-12-12,Africa & Middle East,South Africa,Terrorism,117983.55,53031.9,37005.66,0.6978,0.9549,Harper-Robles,High,8949411.89,0.013183,34220.33,2506.0,3690553.66,Surplus,SGD,Connor West,Closed,Liability Claim,2019-11-29,0.0,Independent Agents,117983.55,53031.9,37005.66,Other
POL-2010-004633-5C93,2010-11-03,Asia Pacific,South Korea,Catastrophe,1194746.31,1091078.56,0.0,,,Atlantic PLC of South Korea,High,19381882.92,0.061642,18422.42,2056.11,90589.95,Aggregate XL,ZAR,Jeffrey Chavez,,,,0.0,Lockton,1194746.31,1091078.56,0.0,Asia
POL-2025-004634-45D5,2025-12-16,Europe,Switzerland,Liability,88944.99,57393.38,0.0,,,"Brooks, Jenkins and Castro",Specialty,65268690.94,0.001363,22324.73,1295.43,108727.65,Surplus,EUR,Joshua Blair,,,,0.0,Amwins,88944.99,57393.38,0.0,Europe
POL-2021-004635-8DE5,2021-09-18,Asia Pacific,India,Surety,4496.01,3208.47,2126.25,0.6627,0.9833,Wright-Espinoza,Medium,58904.27,0.076327,574.25,88.15,3738147.63,Stop Loss,EUR,Holly Wood,Open,Crop Failure,,1921.13,CRC Group,4496.01,3208.47,2126.25,Asia
POL-2014-004636-7F9E,2014-10-18,Africa & Middle East,Saudi Arabia,Credit,274117.71,182732.48,0.0,,,"Price, Gray and Baker",Medium,8866844.46,0.030915,73746.3,13775.21,69545.93,Quota Share,CHF,Brian Ramirez,,,,0.0,CRC Group,274117.71,182732.48,0.0,Other
POL-2016-004637-4EFE,2016-12-24,Latin America,Brazil,Casualty,27839.07,19160.59,0.0,,,Global Holdings of Brazil,High,2925501.58,0.009516,4520.9,1097.07,7790.84,Excess of Loss,JPY,Michael Lewis,,,,0.0,Lockton,27839.07,19160.59,0.0,South America
POL-2022-004638-B1F1,2022-12-04,Asia Pacific,Vietnam,Credit,13174.04,6719.81,0.0,,,Atlantic Corp  Vietnam,Medium,545079.16,0.024169,2198.85,302.22,3220.29,Surplus,BRL,Stephanie Ross,,,,0.0,Independent Agents,13174.04,6719.81,0.0,Asia
POL-2009-004639-5481,2009-09-23,Asia Pacific,Malaysia,Energy,10476.07,4455.12,1941.99,0.4359,0.6903,United Corp  Malaysia,Low,136514.82,0.076739,4120.25,569.65,311816.81,Surplus,CNY,Monica Herrera,Settled,Crop Failure,2010-10-09,0.0,Local Broker Partners,10476.07,4455.12,1941.99,Asia
POL-2010-004640-9FC9,2010-08-23,Africa & Middle East,Turkey,Energy,952179.38,826414.6,0.0,,,Apex Corp of Turkey,Medium,34733131.24,0.027414,31866.69,5996.08,280209.09,Facultative,CHF,Sarah Moore,,,,0.0,Amwins,952179.38,826414.6,0.0,Other
POL-2014-004641-1E52,2014-03-15,North America,Canada,Casualty,278787.99,110335.78,0.0,,,Atlantic Assurance  Canada,Medium,9532776.34,0.029245,130209.21,18647.74,2893791.74,Surplus,SGD,Brittney Phillips,,,,0.0,Howden,278787.99,110335.78,0.0,North America
POL-2009-004642-E9C3,2009-08-04,North America,United States,Catastrophe,449942.86,121092.93,0.0,,,United PLC  United States,Catastrophic,61442664.04,0.007323,314773.22,61933.05,436022.81,Surplus,USD,Lisa Barnes,,,,0.0,Aon,449942.86,121092.93,0.0,North America
POL-2018-004643-D828,2018-12-04,Latin America,Chile,Liability,470311.05,309871.02,273120.32,0.8814,1.0983,Garrett-Black,Specialty,41116986.72,0.011438,84701.22,8559.95,892676.95,Stop Loss,EUR,Brent Jordan,Settled,Fire,2019-03-13,0.0,Willis Towers Watson,470311.05,309871.02,273120.32,South America
POL-2013-004644-74F3,2013-11-27,Europe,Poland,Energy,778510.84,607751.4,496593.67,0.8171,1.0262,Global Mutual  Poland,Low,13614696.59,0.057182,46402.35,3199.31,71994.92,Excess of Loss,CNY,Eric Carney,Settled,Cyber Attack,2014-05-22,0.0,Local Broker Partners,778510.84,607751.4,496593.67,Europe
POL-2014-004645-EBEE,2014-03-30,Asia Pacific,Thailand,Workers Compensation,805350.62,435677.26,0.0,,,Apex PLC of Thailand,Low,10910404.32,0.073815,303462.64,22267.5,2041734.8,Quota Share,CAD,Philip Cannon,,,,0.0,Gallagher,805350.62,435677.26,0.0,Asia
POL-2022-004646-D12F,2022-08-25,Asia Pacific,China,Credit,35723.84,28553.24,32642.06,1.1432,1.4497,Continental Corp of China,High,644167.56,0.055457,7007.48,990.77,87784.61,Facultative,ZAR,Noah Rhodes,Open,Theft,,14741.89,Gallagher,35723.84,28553.24,32642.06,Asia
POL-2014-004647-A85E,2014-10-16,Europe,Belgium,Terrorism,302935.49,136262.21,146768.03,1.0771,1.3548,"Aguirre, Cohen and Mitchell",Specialty,4289687.05,0.070619,152441.68,28819.95,1772141.87,Quota Share,EUR,Debra Davidson,Denied,Cyber Attack,,0.0,Gallagher,302935.49,136262.21,146768.03,Europe
POL-2015-004648-18E8,2015-08-30,Asia Pacific,Singapore,Agriculture,11569.46,10076.37,4190.76,0.4159,0.6647,Premier Re  Singapore,Catastrophic,317625.0,0.036425,1012.38,101.26,1399.09,Aggregate XL,INR,Mark Perez,Pending,Machinery Breakdown,,2979.7,Marsh,11569.46,10076.37,4190.76,Asia
POL-2020-004649-1880,2020-03-07,Europe,Poland,Health,275403.2,87218.49,88509.32,1.0148,1.2785,Global Insurance  Poland,Catastrophic,3818571.32,0.072122,163268.37,13631.67,4257.8,Aggregate XL,GBP,Megan Young,Open,Medical Expense,,68713.15,Willis Towers Watson,275403.2,87218.49,88509.32,Europe
POL-2014-004650-03B7,2014-03-18,North America,Canada,Health,131184.88,110213.84,107480.54,0.9752,1.2486,Royal Re  Canada,Catastrophic,1677068.24,0.078223,10816.74,2195.37,11465.82,Facultative,BRL,Danny Morgan,Denied,Natural Catastrophe,,0.0,Marsh,131184.88,110213.84,107480.54,North America
POL-2016-004651-3FBC,2016-06-24,North America,Canada,Energy,1410233.19,1223898.48,0.0,,,Atlantic Re  Canada,Medium,69017180.46,0.020433,165938.99,36494.91,243943.36,Quota Share,BRL,Ethan Adams,,,,0.0,Aon,1410233.19,1223898.48,0.0,North America
POL-2018-004652-373E,2018-04-06,Asia Pacific,Philippines,Life,247613.46,129297.22,84831.91,0.6561,0.8768,Continental Underwriters of Philippines,High,6738057.03,0.036748,99246.55,9219.92,26461.94,Quota Share,EUR,Brittney Phillips,Denied,Accident,,0.0,Local Broker Partners,247613.46,129297.22,84831.91,Asia
POL-2021-004653-0FC9,2021-06-15,Europe,United Kingdom,Credit,390467.68,94539.77,56090.45,0.5933,0.8376,"Patel, Adams and Lopez",Low,4981093.83,0.07839,271807.5,34068.02,3611160.29,Facultative,GBP,Brian Ramirez,Settled,Flood,2021-08-25,0.0,Independent Agents,390467.68,94539.77,56090.45,Europe
POL-2010-004654-B51C,2010-06-27,Asia Pacific,Hong Kong,Directors & Officers,344758.4,237441.64,0.0,,,Royal Holdings  Hong Kong,Medium,62447549.84,0.005521,6934.28,777.03,3195766.29,Quota Share,AUD,Sarah Moore,,,,0.0,Gallagher,344758.4,237441.64,0.0,Asia
POL-2005-004655-A8DF,2005-09-02,North America,Canada,Casualty,3231934.92,898935.38,0.0,,,Continental Ltd of Canada,High,104397672.51,0.030958,2033646.91,107121.19,1050220.02,Facultative,USD,Gabrielle Davis,,,,0.0,Aon,3231934.92,898935.38,0.0,North America
POL-2015-004656-FDB5,2015-10-28,Asia Pacific,South Korea,Directors & Officers,56664.04,21604.36,0.0,,,Pacific Ltd of South Korea,High,1555613.37,0.036426,31392.59,2787.74,311438.7,Facultative,AUD,Whitney Peters,,,,0.0,Brown & Brown,56664.04,21604.36,0.0,Asia
POL-2005-004657-8E15,2005-02-01,Europe,Ireland,Health,72992.66,53021.32,27221.15,0.5134,0.7431,United Underwriters  Ireland,Specialty,918681.57,0.079454,12359.64,1598.98,3330.17,Quota Share,USD,Cristian Santos,Pending,Theft,,39052.16,Aon,72992.66,53021.32,27221.15,Europe
POL-2022-004658-A7FA,2022-02-16,Europe,Denmark,Casualty,528953.35,272849.1,361388.63,1.3245,1.5705,Atlantic Holdings  Denmark,High,9610326.69,0.05504,236805.49,24213.41,13184.72,Quota Share,CHF,Stephanie Ross,In Litigation,Machinery Breakdown,,493079.13,Independent Agents,528953.35,272849.1,361388.63,Europe
POL-2008-004659-14B7,2008-05-31,Europe,Russia,Workers Compensation,137250.04,88911.69,40677.1,0.4575,0.7226,White LLC,Specialty,2583227.72,0.053131,23952.64,5559.08,4235172.74,Facultative,JPY,Lisa Hensley,Open,Theft,,39077.73,Marsh,137250.04,88911.69,40677.1,Europe
POL-2014-004660-78F7,2014-07-18,Africa & Middle East,South Africa,Health,717889.6,383114.42,0.0,,,Premier Mutual of South Africa,Medium,13380343.65,0.053653,104467.7,25978.98,869531.86,Aggregate XL,GBP,Tracy House,,,,0.0,Howden,717889.6,383114.42,0.0,Other
POL-2022-004661-00A7,2022-05-09,Latin America,Colombia,Surety,32345.25,13183.11,10708.64,0.8123,1.0218,Walsh PLC,Low,408498.87,0.079181,14599.86,3262.93,3084.66,Excess of Loss,SGD,Elizabeth Fowler,Denied,Mortality,,0.0,Independent Agents,32345.25,13183.11,10708.64,South America
POL-2015-004662-E363,2015-06-28,Asia Pacific,South Korea,Engineering,111495.39,96429.71,0.0,,,Nelson-Dean,Catastrophic,1425981.73,0.078189,3586.82,378.63,4955002.2,Aggregate XL,BRL,Crystal Robinson,,,,0.0,Amwins,111495.39,96429.71,0.0,Asia
POL-2015-004663-8BE8,2015-02-10,Europe,Greece,Terrorism,124249.45,98177.45,0.0,,,Flores and Sons,Medium,2259378.02,0.054993,14704.2,1851.36,211282.17,Quota Share,EUR,William Baker,,,,0.0,Gallagher,124249.45,98177.45,0.0,Europe
POL-2023-004664-4EEC,2023-05-12,Europe,Portugal,Credit,466839.44,238731.43,237967.49,0.9968,1.2437,Continental Group  Portugal,Specialty,15153510.09,0.030807,200452.02,49743.86,118319.36,Aggregate XL,EUR,Tracy House,Settled,Liability Claim,2025-05-20,0.0,CRC Group,466839.44,238731.43,237967.49,Europe
POL-2019-004665-93A0,2019-10-17,Asia Pacific,Indonesia,Life,180573.7,59399.03,101655.5,1.7114,1.9569,Global Holdings  Indonesia,Catastrophic,2669195.24,0.067651,109989.3,14645.55,23243.8,Aggregate XL,JPY,Patty Perez,Settled,Business Interruption,2020-11-13,0.0,Marsh,180573.7,59399.03,101655.5,Asia
POL-2017-004666-7749,2017-07-12,Europe,Ireland,Property,110422.74,63426.19,0.0,,,Royal PLC  Ireland,Specialty,2373442.76,0.046524,18494.97,2343.68,12748.54,Excess of Loss,EUR,Noah Rhodes,,,,0.0,Marsh,110422.74,63426.19,0.0,Europe
POL-2019-004667-6ACC,2019-06-21,Asia Pacific,Japan,Energy,1674946.31,815923.16,0.0,,,Global Mutual  Japan,Specialty,21861846.16,0.076615,656081.78,116130.55,60525.83,Facultative,JPY,Paula Moreno,,,,0.0,Aon,1674946.31,815923.16,0.0,Asia
POL-2013-004668-1C3A,2013-07-20,North America,Canada,Agriculture,138217.31,114754.22,58432.85,0.5092,0.7378,Continental Assurance of Canada,Low,2525193.61,0.054735,1343.18,287.54,7626.64,Excess of Loss,EUR,Brent Jordan,In Litigation,Business Interruption,,65461.79,Independent Agents,138217.31,114754.22,58432.85,North America
