policy_id,period,region,line_of_business,gross_written_premium,net_earned_premium,claims_paid,loss_ratio,combined_ratio,client_name,risk_category,exposure,premium_rate,gwp_usd,nep_usd,claims_paid_usd,continent
POL-117825,2018-11-20,Tanzania,Engineering,1907819.6,1740200.83,1619295.92,0.9305,1.1402,Acentria Group,Weather,6254113.23,0.02476,1907819.6,1740200.83,1619295.92,Other
POL-108243,2018-11-20,Rwanda,Property,1841130.12,1472774.21,1483998.49,1.0076,1.212,Pinnacle Assurance,Nat Cat,10442387.45,0.03362,1841130.12,1472774.21,1483998.49,Other
POL-102008,2018-11-21,Ethiopia,Cyber,1762203.54,1365298.25,1282249.26,0.9392,1.2216,Pinnacle Assurance,Operational,8856577.16,0.02139,1762203.54,1365298.25,1282249.26,Other
POL-107552,2018-11-21,South Africa,Marine,1827503.63,1333640.83,1343885.97,1.0077,1.3061,Coastal Mutual,Weather,11556971.1,0.03878,1827503.63,1333640.83,1343885.97,Other
POL-109660,2018-11-21,South Africa,Property,1559068.11,1137211.51,1075051.14,0.9453,1.1089,Metro Insurers,Operational,10323840.03,0.01747,1559068.11,1137211.51,1075051.14,Other
POL-111817,2018-11-21,Uganda,Engineering,1595703.74,1225678.55,1217286.25,0.9932,1.1538,Metro Insurers,Nat Cat,6497568.92,0.02552,1595703.74,1225678.55,1217286.25,Other
POL-117224,2018-11-22,Kenya,Cyber,1906752.52,1745169.93,1416556.33,0.8117,1.0236,Zenith Cover,Weather,7002561.31,0.02492,1906752.52,1745169.93,1416556.33,Africa
POL-103377,2018-11-22,Tanzania,Liability,90073.51,78987.35,76199.49,0.9647,1.2354,SunTrust Re,Operational,633541.47,0.03877,90073.51,78987.35,76199.49,Other
POL-104431,2018-11-22,Kenya,Property,681684.08,536073.76,513862.77,0.9586,1.1876,Metro Insurers,Operational,5392380.43,0.02719,681684.08,536073.76,513862.77,Africa
POL-113907,2018-11-22,Egypt,Motor,1137525.98,934163.22,860401.89,0.921,1.1044,Zenith Cover,Weather,6254303.08,0.01251,1137525.98,934163.22,860401.89,Other
POL-101815,2018-11-22,Uganda,Cyber,151505.96,124969.47,107777.2,0.8624,1.1299,Acentria Group,Credit,1116113.51,0.04449,151505.96,124969.47,107777.2,Other
POL-107460,2018-11-22,Uganda,Cyber,1138702.21,1014614.24,820525.46,0.8087,1.0722,Acentria Group,Market,7135172.44,0.02053,1138702.21,1014614.24,820525.46,Other
POL-115744,2018-11-23,Ethiopia,Cyber,435072.13,319463.47,287895.95,0.9012,1.1303,SunTrust Re,Market,1559864.07,0.02593,435072.13,319463.47,287895.95,Other
POL-111913,2018-11-23,Kenya,Liability,1074976.5,868704.63,874631.84,1.0068,1.1678,AgriProtect,Credit,3395525.7,0.01215,1074976.5,868704.63,874631.84,Africa
POL-113843,2018-11-23,Kenya,Engineering,1629178.85,1337804.92,1187283.01,0.8875,1.1766,Continental Re,Operational,5925894.2,0.02285,1629178.85,1337804.92,1187283.01,Africa
POL-105616,2018-11-23,Tanzania,Property,92418.87,67599.12,58054.67,0.8588,1.014,Pinnacle Assurance,Market,409193.92,0.04167,92418.87,67599.12,58054.67,Other
POL-117514,2018-11-23,Tanzania,Liability,371529.22,309882.84,260142.77,0.8395,1.1369,Acentria Group,Operational,2511383.98,0.01756,371529.22,309882.84,260142.77,Other
POL-109200,2018-11-23,Nigeria,Aviation,1464159.05,1063913.01,970621.63,0.9123,1.1885,Continental Re,Nat Cat,8182845.87,0.02551,1464159.05,1063913.01,970621.63,Other
POL-104567,2018-11-23,Tanzania,Agriculture,1558855.23,1225079.96,1190326.03,0.9716,1.2745,Continental Re,Credit,8450486.85,0.01346,1558855.23,1225079.96,1190326.03,Other
POL-109192,2018-11-23,Ethiopia,Motor,1533772.35,1122984.77,1096618.25,0.9765,1.1685,AgriProtect,Weather,6969614.32,0.03106,1533772.35,1122984.77,1096618.25,Other
POL-105256,2018-11-24,Tanzania,Cyber,1418539.26,1287006.58,1331615.07,1.0347,1.2501,Pinnacle Assurance,Market,5614470.8,0.03232,1418539.26,1287006.58,1331615.07,Other
POL-106846,2018-11-24,Zambia,Aviation,216496.17,195592.05,167049.34,0.8541,1.1303,Acentria Group,Credit,1000759.57,0.03798,216496.17,195592.05,167049.34,Other
POL-117414,2018-11-24,Uganda,Aviation,986233.76,816063.94,767448.63,0.9404,1.2091,Acentria Group,Credit,6348465.92,0.00859,986233.76,816063.94,767448.63,Other
POL-117357,2018-11-24,Rwanda,Engineering,1642864.55,1432517.15,1317192.29,0.9195,1.1075,Acentria Group,Cyber,11726269.02,0.03631,1642864.55,1432517.15,1317192.29,Other
POL-104861,2018-11-24,Rwanda,Aviation,306697.26,234321.63,247263.74,1.0552,1.3667,Acentria Group,Market,1106512.5,0.02244,306697.26,234321.63,247263.74,Other
POL-108656,2018-11-24,Kenya,Cyber,1009536.49,817655.86,654734.17,0.8007,1.0224,SunTrust Re,Operational,5278780.94,0.03279,1009536.49,817655.86,654734.17,Africa
POL-115477,2018-11-24,Egypt,Liability,1601049.51,1322340.93,1233251.76,0.9326,1.1415,Pinnacle Assurance,Credit,7376406.42,0.03012,1601049.51,1322340.93,1233251.76,Other
POL-110402,2018-11-25,Kenya,Engineering,909120.29,743087.26,736328.82,0.9909,1.2543,Metro Insurers,Weather,5957501.87,0.02938,909120.29,743087.26,736328.82,Africa
POL-114149,2018-11-25,Ethiopia,Cyber,1406893.34,1149001.55,1321858.21,1.1504,1.332,Pinnacle Assurance,Cyber,5987271.04,0.04206,1406893.34,1149001.55,1321858.21,Other
POL-103025,2018-11-25,Ghana,Engineering,211337.31,169075.75,167312.08,0.9896,1.2193,SunTrust Re,Operational,883319.81,0.0233,211337.31,169075.75,167312.08,Other
POL-117049,2018-11-25,Zambia,Engineering,167941.81,133155.73,124329.05,0.9337,1.0927,Metro Insurers,Market,1182333.48,0.02319,167941.81,133155.73,124329.05,Other
POL-105340,2018-11-25,Ethiopia,Aviation,1333897.42,964324.52,874391.0,0.9067,1.1822,Zenith Cover,Weather,7387459.01,0.01703,1333897.42,964324.52,874391.0,Other
POL-109502,2018-11-25,Ethiopia,Aviation,863269.17,772782.97,648309.51,0.8389,1.0286,SunTrust Re,Operational,4460934.2,0.02682,863269.17,772782.97,648309.51,Other
POL-115298,2018-11-26,Tanzania,Marine,1780224.42,1396287.62,1241308.55,0.889,1.1514,Continental Re,Credit,11822798.55,0.03022,1780224.42,1396287.62,1241308.55,Other
POL-104722,2018-11-26,Ghana,Aviation,1300574.73,1000453.04,1182388.28,1.1819,1.3955,Coastal Mutual,Weather,7663722.53,0.02604,1300574.73,1000453.04,1182388.28,Other
POL-115104,2018-11-26,Nigeria,Marine,506016.77,384995.01,300184.87,0.7797,0.9488,Acentria Group,Nat Cat,1653455.59,0.01878,506016.77,384995.01,300184.87,Other
POL-101731,2018-11-26,Zambia,Motor,1240390.36,1032798.32,884493.64,0.8564,1.1437,SunTrust Re,Credit,4978901.46,0.01289,1240390.36,1032798.32,884493.64,Other
POL-106373,2018-11-27,Nigeria,Liability,983587.7,716751.49,562560.62,0.7849,1.0299,Continental Re,Weather,7478756.67,0.0106,983587.7,716751.49,562560.62,Other
POL-105176,2018-11-27,Ethiopia,Motor,772888.35,683968.87,655029.58,0.9577,1.1601,Pinnacle Assurance,Weather,3704504.32,0.03125,772888.35,683968.87,655029.58,Other
POL-107501,2018-11-27,Zambia,Aviation,132651.65,118689.67,114733.62,0.9667,1.176,Coastal Mutual,Operational,996060.67,0.04348,132651.65,118689.67,114733.62,Other
POL-115465,2018-11-27,Zambia,Property,1786704.69,1624102.35,1560425.44,0.9608,1.2684,SunTrust Re,Operational,10861019.68,0.02593,1786704.69,1624102.35,1560425.44,Other
POL-105847,2018-11-28,Tanzania,Agriculture,1761706.86,1542019.0,1463018.12,0.9488,1.1551,Pinnacle Assurance,Credit,12193279.75,0.03216,1761706.86,1542019.0,1463018.12,Other
POL-107883,2018-11-28,Egypt,Liability,1821300.2,1382441.7,1103127.75,0.798,0.9852,Continental Re,Nat Cat,9924182.26,0.03812,1821300.2,1382441.7,1103127.75,Other
POL-112218,2018-11-29,Tanzania,Engineering,1456656.54,1174377.36,1087207.1,0.9258,1.0874,SunTrust Re,Nat Cat,10396999.04,0.03204,1456656.54,1174377.36,1087207.1,Other
POL-100219,2018-11-29,Nigeria,Engineering,578944.36,521673.08,433870.7,0.8317,1.0758,SunTrust Re,Credit,4282645.58,0.01726,578944.36,521673.08,433870.7,Other
POL-117630,2018-11-29,Nigeria,Liability,332146.88,256312.45,254914.68,0.9945,1.1695,Zenith Cover,Nat Cat,1413737.12,0.01894,332146.88,256312.45,254914.68,Other
POL-116610,2018-11-29,Zambia,Motor,398439.24,351170.47,327030.44,0.9313,1.1828,Continental Re,Cyber,2879308.73,0.01038,398439.24,351170.47,327030.44,Other
POL-102083,2018-11-29,Rwanda,Motor,656908.26,510863.65,532158.94,1.0417,1.2156,Zenith Cover,Credit,3495431.12,0.01546,656908.26,510863.65,532158.94,Other
POL-104901,2018-11-29,Nigeria,Agriculture,129472.03,101017.82,126053.13,1.2478,1.4682,Pinnacle Assurance,Credit,848198.51,0.03857,129472.03,101017.82,126053.13,Other
POL-117573,2018-11-30,Egypt,Cyber,1809558.11,1651435.94,1538369.4,0.9315,1.2137,Pinnacle Assurance,Market,5499449.41,0.04465,1809558.11,1651435.94,1538369.4,Other
POL-109507,2018-11-30,South Africa,Property,1312795.33,1010775.84,935462.62,0.9255,1.0809,Continental Re,Operational,9412389.76,0.03956,1312795.33,1010775.84,935462.62,Other
POL-109876,2018-11-30,Zambia,Agriculture,1578132.78,1419534.88,1460545.24,1.0289,1.2805,Metro Insurers,Market,11056440.2,0.01165,1578132.78,1419534.88,1460545.24,Other
POL-105608,2018-11-30,Rwanda,Aviation,334207.81,264562.65,224538.23,0.8487,1.0679,Pinnacle Assurance,Nat Cat,2202752.84,0.04203,334207.81,264562.65,224538.23,Other
POL-101446,2018-12-02,Uganda,Liability,593712.12,500341.59,403503.42,0.8065,1.0117,SunTrust Re,Operational,1872764.54,0.02427,593712.12,500341.59,403503.42,Other
POL-103249,2018-12-02,Uganda,Aviation,153837.49,140645.12,99523.31,0.7076,0.9871,Acentria Group,Operational,851095.26,0.02693,153837.49,140645.12,99523.31,Other
POL-105631,2018-12-02,Egypt,Aviation,376115.22,281747.97,278952.93,0.9901,1.1758,SunTrust Re,Market,1821949.2,0.02917,376115.22,281747.97,278952.93,Other
POL-113335,2018-12-03,Ghana,Motor,1846233.36,1541097.89,1718926.81,1.1154,1.3439,Continental Re,Weather,12203970.58,0.03642,1846233.36,1541097.89,1718926.81,Other
POL-113204,2018-12-03,Rwanda,Agriculture,502945.59,393922.63,368360.16,0.9351,1.1949,AgriProtect,Credit,1921535.37,0.01654,502945.59,393922.63,368360.16,Other
POL-110883,2018-12-03,Rwanda,Cyber,1830466.49,1624193.99,1265983.98,0.7795,1.0352,Continental Re,Nat Cat,7233333.94,0.0117,1830466.49,1624193.99,1265983.98,Other
POL-100209,2018-12-03,South Africa,Cyber,1501274.42,1190840.38,952078.77,0.7995,1.0102,AgriProtect,Market,8021845.56,0.04117,1501274.42,1190840.38,952078.77,Other
POL-115083,2018-12-03,Nigeria,Liability,405122.88,292873.85,221863.4,0.7575,1.0439,Continental Re,Operational,2247431.79,0.02271,405122.88,292873.85,221863.4,Other
POL-111777,2018-12-04,Tanzania,Liability,294958.42,263423.39,274921.06,1.0436,1.3167,Metro Insurers,Nat Cat,1359142.98,0.02444,294958.42,263423.39,274921.06,Other
POL-109514,2018-12-04,Uganda,Marine,1315984.98,1199035.04,929792.34,0.7755,0.9267,SunTrust Re,Weather,7623006.53,0.0094,1315984.98,1199035.04,929792.34,Other
POL-106702,2018-12-05,Egypt,Cyber,246145.55,213223.1,184415.63,0.8649,1.12,Metro Insurers,Operational,1553411.3,0.03897,246145.55,213223.1,184415.63,Other
POL-117077,2018-12-05,Tanzania,Liability,1699439.89,1313572.65,901264.01,0.6861,0.8945,SunTrust Re,Operational,9008325.09,0.03836,1699439.89,1313572.65,901264.01,Other
POL-111985,2018-12-05,South Africa,Property,424813.32,357681.55,305681.61,0.8546,1.1079,Metro Insurers,Market,3336682.19,0.02535,424813.32,357681.55,305681.61,Other
POL-102481,2018-12-05,Zambia,Aviation,768368.13,590617.65,567155.53,0.9603,1.2565,Metro Insurers,Market,5236536.31,0.02407,768368.13,590617.65,567155.53,Other
POL-101961,2018-12-05,Nigeria,Engineering,1428047.21,1113710.47,768361.43,0.6899,0.9237,Pinnacle Assurance,Weather,4472864.64,0.01254,1428047.21,1113710.47,768361.43,Other
POL-112138,2018-12-06,Rwanda,Liability,551520.02,411293.49,309595.44,0.7527,0.9817,Acentria Group,Cyber,3803541.49,0.01258,551520.02,411293.49,309595.44,Other
POL-117689,2018-12-06,Tanzania,Aviation,1922437.57,1789864.37,1281628.75,0.716,0.9177,Coastal Mutual,Nat Cat,14335758.54,0.03925,1922437.57,1789864.37,1281628.75,Other
POL-102444,2018-12-06,Egypt,Aviation,969015.01,854483.77,606932.24,0.7103,0.9282,Zenith Cover,Operational,3443848.77,0.02473,969015.01,854483.77,606932.24,Other
POL-104709,2018-12-07,Zambia,Engineering,630518.41,518306.23,383951.67,0.7408,0.973,Coastal Mutual,Weather,3496101.13,0.04149,630518.41,518306.23,383951.67,Other
POL-117002,2018-12-07,Ethiopia,Motor,1896264.83,1717885.64,1726089.28,1.0048,1.1586,AgriProtect,Weather,6699169.16,0.01101,1896264.83,1717885.64,1726089.28,Other
POL-105210,2018-12-07,Nigeria,Engineering,1307625.69,1028022.37,923679.32,0.8985,1.1504,AgriProtect,Nat Cat,6676922.69,0.03862,1307625.69,1028022.37,923679.32,Other
POL-104084,2018-12-07,Egypt,Cyber,483602.57,425837.47,393145.6,0.9232,1.2107,Continental Re,Weather,3236746.61,0.01026,483602.57,425837.47,393145.6,Other
POL-106128,2018-12-07,Ethiopia,Engineering,1058459.29,832795.9,879651.63,1.0563,1.2735,Metro Insurers,Operational,4490022.94,0.01414,1058459.29,832795.9,879651.63,Other
POL-116455,2018-12-07,Ghana,Engineering,948377.76,862604.13,642798.86,0.7452,0.9059,AgriProtect,Nat Cat,5104586.09,0.03168,948377.76,862604.13,642798.86,Other
POL-106787,2018-12-08,Egypt,Aviation,329707.23,267824.16,206723.45,0.7719,1.0025,Coastal Mutual,Operational,1830259.64,0.02115,329707.23,267824.16,206723.45,Other
POL-106279,2018-12-08,Uganda,Agriculture,678972.46,508308.09,429979.01,0.8459,1.0985,AgriProtect,Market,4938004.33,0.01304,678972.46,508308.09,429979.01,Other
POL-102333,2018-12-08,Ghana,Cyber,1474117.25,1306876.52,1093150.45,0.8365,1.0083,Metro Insurers,Weather,10565117.27,0.03885,1474117.25,1306876.52,1093150.45,Other
POL-116032,2018-12-08,Egypt,Cyber,1705573.54,1290352.13,972048.41,0.7533,0.9347,Acentria Group,Weather,13422643.39,0.03477,1705573.54,1290352.13,972048.41,Other
POL-115598,2018-12-08,Egypt,Agriculture,1012258.95,787716.81,644760.23,0.8185,1.0864,Acentria Group,Cyber,6530369.24,0.03848,1012258.95,787716.81,644760.23,Other
POL-115101,2018-12-09,Uganda,Marine,449277.87,374478.8,323762.45,0.8646,1.1135,Metro Insurers,Nat Cat,3127300.46,0.02466,449277.87,374478.8,323762.45,Other
POL-101330,2018-12-09,Nigeria,Cyber,1247594.26,1081298.32,855543.18,0.7912,1.0715,Zenith Cover,Market,6417250.96,0.01376,1247594.26,1081298.32,855543.18,Other
POL-108916,2018-12-09,South Africa,Aviation,1820991.88,1661768.82,1355863.31,0.8159,1.1024,SunTrust Re,Credit,13807548.61,0.025,1820991.88,1661768.82,1355863.31,Other
POL-113614,2018-12-09,Rwanda,Aviation,743567.33,684590.78,512877.27,0.7492,0.9076,SunTrust Re,Market,5162138.82,0.0232,743567.33,684590.78,512877.27,Other
POL-100923,2018-12-09,Uganda,Aviation,564978.99,414421.43,413182.83,0.997,1.1508,Coastal Mutual,Market,3249242.38,0.04296,564978.99,414421.43,413182.83,Other
POL-112192,2018-12-09,Nigeria,Cyber,73452.89,58495.71,44971.92,0.7688,0.9463,Acentria Group,Credit,342177.02,0.02091,73452.89,58495.71,44971.92,Other
POL-108016,2018-12-09,Kenya,Motor,1995451.28,1725048.97,1652018.72,0.9577,1.2041,Pinnacle Assurance,Market,10843489.77,0.03278,1995451.28,1725048.97,1652018.72,Africa
POL-117432,2018-12-09,Zambia,Liability,652450.42,512366.74,441844.38,0.8624,1.1215,Metro Insurers,Nat Cat,2882781.84,0.00945,652450.42,512366.74,441844.38,Other
POL-111648,2018-12-09,Rwanda,Engineering,1903203.57,1588270.67,1531401.9,0.9642,1.1464,Coastal Mutual,Market,5835546.0,0.03163,1903203.57,1588270.67,1531401.9,Other
POL-101497,2018-12-10,Kenya,Liability,545337.61,459661.95,431501.91,0.9387,1.236,AgriProtect,Cyber,2100873.58,0.01904,545337.61,459661.95,431501.91,Africa
POL-107907,2018-12-11,Egypt,Aviation,1322493.78,1129771.2,1175183.39,1.0402,1.2711,Pinnacle Assurance,Weather,7196967.08,0.01379,1322493.78,1129771.2,1175183.39,Other
POL-100995,2018-12-11,Nigeria,Property,1417852.68,1180802.34,890609.53,0.7542,0.98,Continental Re,Market,9319638.88,0.04168,1417852.68,1180802.34,890609.53,Other
POL-106254,2018-12-11,South Africa,Motor,1612879.81,1403886.85,1265404.72,0.9014,1.1983,Acentria Group,Weather,11615556.87,0.04406,1612879.81,1403886.85,1265404.72,Other
POL-112063,2018-12-12,Ghana,Liability,1932256.96,1775081.75,1363689.26,0.7682,0.9607,Continental Re,Operational,12846882.12,0.02471,1932256.96,1775081.75,1363689.26,Other
POL-113415,2018-12-12,Zambia,Cyber,788859.05,706433.49,587398.96,0.8315,0.9954,Metro Insurers,Weather,3110475.49,0.0195,788859.05,706433.49,587398.96,Other
POL-117208,2018-12-12,South Africa,Cyber,1980365.56,1779012.37,1248704.29,0.7019,0.9445,Continental Re,Operational,7501740.34,0.00971,1980365.56,1779012.37,1248704.29,Other
POL-104509,2018-12-12,Uganda,Aviation,565138.63,501433.92,450870.04,0.8992,1.2103,AgriProtect,Nat Cat,3008924.29,0.02218,565138.63,501433.92,450870.04,Other
POL-114842,2018-12-13,Kenya,Engineering,577601.27,493573.83,468622.53,0.9494,1.2396,Pinnacle Assurance,Nat Cat,2004581.97,0.02675,577601.27,493573.83,468622.53,Africa
POL-102230,2018-12-13,Ghana,Property,127957.63,107591.76,111453.96,1.0359,1.3163,Coastal Mutual,Operational,594695.22,0.02121,127957.63,107591.76,111453.96,Other
POL-117093,2018-12-13,Kenya,Motor,639005.71,547203.68,460196.0,0.841,1.0325,Metro Insurers,Nat Cat,5000813.3,0.04291,639005.71,547203.68,460196.0,Africa
POL-115316,2018-12-13,Ghana,Motor,679677.45,515151.24,483359.55,0.9383,1.2039,Metro Insurers,Credit,4746550.73,0.01249,679677.45,515151.24,483359.55,Other
POL-117106,2018-12-13,Tanzania,Cyber,1663899.47,1282126.34,1252986.32,0.9773,1.2476,Continental Re,Nat Cat,8630588.21,0.04336,1663899.47,1282126.34,1252986.32,Other
POL-106560,2018-12-13,South Africa,Liability,1790508.22,1397277.51,1125242.11,0.8053,0.9607,Pinnacle Assurance,Weather,11164591.59,0.01251,1790508.22,1397277.51,1125242.11,Other
POL-101223,2018-12-13,Nigeria,Cyber,554694.05,436095.34,353601.75,0.8108,1.0115,Continental Re,Credit,2755243.92,0.0401,554694.05,436095.34,353601.75,Other
POL-111631,2018-12-14,Zambia,Engineering,940641.01,750867.17,757734.89,1.0091,1.2942,AgriProtect,Weather,5952485.84,0.03575,940641.01,750867.17,757734.89,Other
POL-108985,2018-12-14,Nigeria,Cyber,1746511.78,1341688.85,1374114.11,1.0242,1.259,AgriProtect,Nat Cat,12404599.94,0.04348,1746511.78,1341688.85,1374114.11,Other
POL-110510,2018-12-15,Egypt,Aviation,418513.49,303022.23,229776.99,0.7583,1.0084,Acentria Group,Nat Cat,3080023.59,0.04142,418513.49,303022.23,229776.99,Other
POL-111427,2018-12-15,Ghana,Aviation,339986.26,261782.89,268199.63,1.0245,1.289,Zenith Cover,Market,2595766.16,0.03527,339986.26,261782.89,268199.63,Other
POL-104394,2018-12-15,Nigeria,Liability,218170.71,168810.83,99185.86,0.5876,0.8537,Zenith Cover,Credit,1438165.59,0.03113,218170.71,168810.83,99185.86,Other
POL-101930,2018-12-15,Rwanda,Marine,214354.5,172552.41,138526.36,0.8028,1.0711,Pinnacle Assurance,Cyber,901035.07,0.03229,214354.5,172552.41,138526.36,Other
POL-107608,2018-12-15,Tanzania,Liability,1137205.42,889370.42,760340.94,0.8549,1.0559,Acentria Group,Nat Cat,4405041.46,0.0166,1137205.42,889370.42,760340.94,Other
POL-109945,2018-12-15,Ghana,Engineering,1976152.86,1783301.4,1268132.09,0.7111,0.9955,SunTrust Re,Market,11919804.82,0.04271,1976152.86,1783301.4,1268132.09,Other
POL-105199,2018-12-15,Egypt,Marine,923405.08,700895.82,636900.47,0.9087,1.1804,Metro Insurers,Nat Cat,5499354.83,0.01929,923405.08,700895.82,636900.47,Other
POL-108612,2018-12-15,Zambia,Property,873232.69,629094.21,477737.93,0.7594,0.9533,Metro Insurers,Weather,4702297.59,0.04006,873232.69,629094.21,477737.93,Other
POL-101479,2018-12-15,Rwanda,Aviation,142290.48,106408.34,110944.46,1.0426,1.2552,AgriProtect,Credit,602547.76,0.01244,142290.48,106408.34,110944.46,Other
POL-117973,2018-12-15,Rwanda,Engineering,801728.64,664005.19,402801.26,0.6066,0.9187,Pinnacle Assurance,Weather,6302539.93,0.04022,801728.64,664005.19,402801.26,Other
POL-102134,2018-12-16,Rwanda,Aviation,1629280.79,1276373.69,957238.22,0.75,1.0366,Coastal Mutual,Market,11068284.03,0.03415,1629280.79,1276373.69,957238.22,Other
POL-113116,2018-12-17,Egypt,Motor,633965.43,502405.0,411582.62,0.8192,1.1333,Metro Insurers,Credit,2599751.22,0.03766,633965.43,502405.0,411582.62,Other
POL-112590,2018-12-17,Ghana,Engineering,1235144.3,1143522.34,962053.17,0.8413,1.0128,Pinnacle Assurance,Market,7718833.91,0.00965,1235144.3,1143522.34,962053.17,Other
POL-112271,2018-12-17,Nigeria,Marine,324262.4,241846.21,230633.75,0.9536,1.1395,Pinnacle Assurance,Credit,1825431.59,0.04338,324262.4,241846.21,230633.75,Other
POL-104150,2018-12-17,Rwanda,Cyber,739724.19,585330.55,562505.07,0.961,1.2706,Coastal Mutual,Market,2983900.69,0.03618,739724.19,585330.55,562505.07,Other
POL-101901,2018-12-17,Zambia,Marine,1725923.59,1280515.53,1124082.38,0.8778,1.139,Acentria Group,Credit,10056161.21,0.03923,1725923.59,1280515.53,1124082.38,Other
POL-100828,2018-12-17,Rwanda,Property,683121.21,624646.39,603508.53,0.9662,1.1527,Acentria Group,Weather,2342984.92,0.01819,683121.21,624646.39,603508.53,Other
POL-101702,2018-12-17,Tanzania,Aviation,1842370.89,1587995.36,1624045.68,1.0227,1.2483,Coastal Mutual,Market,6215086.04,0.02232,1842370.89,1587995.36,1624045.68,Other
POL-101829,2018-12-17,Kenya,Property,441521.06,337372.16,311206.68,0.9224,1.1654,AgriProtect,Credit,2619755.97,0.0189,441521.06,337372.16,311206.68,Africa
POL-105950,2018-12-17,Egypt,Liability,1975678.86,1565741.58,1573988.15,1.0053,1.3126,AgriProtect,Nat Cat,7197809.78,0.01832,1975678.86,1565741.58,1573988.15,Other
