policy_id,period,region,sub_region,country,line_of_business,gross_written_premium,net_earned_premium,claims_paid,loss_ratio,combined_ratio,client_name,risk_category,exposure,premium_rate,ceded_premium,commission,retention,treaty_type,currency,underwriter,claim_status,cause_of_loss,settlement_date,reserve,broker,gwp_usd,nep_usd,claims_paid_usd,continent
AFR-POL-2021-004660-29ED,2021-07-30,Africa,West Africa,Guinea,Catastrophe,336518.53,251347.44,623844.35,2.482,2.7108,Walker-Ali (Guinea),Low,9542783.27,0.035264,23594.67,4911.5,140338.09,Surplus,EUR,David Bell,Open,Theft,,752836.73,Howden,336518.53,251347.44,623844.35,Africa
AFR-POL-2020-004661-8699,2020-06-16,Africa,East Africa,Ethiopia,Professional Indemnity,7228.01,1284.88,0.0,,,Premier Company of Ethiopia,Emerging,179933.66,0.04017,5348.78,706.32,573.76,Stop Loss,ZAR,Jacqueline Young,,,,0.0,Old Mutual Intermediaries,7228.01,1284.88,0.0,Africa
AFR-POL-2019-004662-C5E2,2019-01-02,Africa,West Africa,Nigeria,Engineering,140167.44,37760.85,20810.0,0.5511,0.9029,Premier Company of Nigeria,Low,9057501.49,0.015475,92487.54,11408.78,73382.15,Facultative,USD,Mark Booker,Pending,Accident,,25208.1,Willis Towers Watson,140167.44,37760.85,20810.0,Africa
AFR-POL-2022-004663-2FAB,2022-02-28,Africa,North Africa,Egypt,Catastrophe,549416.86,509267.16,826285.97,1.6225,1.951,Ubuntu Assurance  Egypt,Low,5724773.53,0.095972,35465.65,6416.25,52375.55,Surplus,EGP,Shawn Brown,Open,Liability Claim,,850920.63,Willis Towers Watson,549416.86,509267.16,826285.97,Africa
AFR-POL-2015-004664-287E,2015-04-12,Africa,West Africa,Togo,Marine,8095.77,3485.71,9199.14,2.6391,2.867,Ubuntu Insurers  Togo,High,92441.28,0.087577,3448.74,389.88,2485850.91,Quota Share,USD,Kyle Jones,In Litigation,Cyber Attack,,2852.96,Gallagher,8095.77,3485.71,9199.14,Africa
AFR-POL-2016-004665-2C67,2016-12-23,Africa,West Africa,Nigeria,Marine,400938.39,273126.37,0.0,,,Nile Insurance of Nigeria,High,4804511.15,0.08345,126575.58,20752.92,39551.54,Excess of Loss,USD,Danny Mason,,,,0.0,Gallagher,400938.39,273126.37,0.0,Africa
AFR-POL-2022-004666-9C6E,2022-06-27,Africa,Southern Africa,South Africa,Energy,319088.83,144526.97,0.0,,,Sahara Mutual  South Africa,Specialty,4488982.11,0.071083,141360.25,13809.49,911786.49,Quota Share,EUR,Robert Clark,,,,0.0,Howden,319088.83,144526.97,0.0,Africa
AFR-POL-2015-004667-1912,2015-04-19,Africa,West Africa,Nigeria,Health,67806.43,35285.71,30437.45,0.8626,1.1298,Savanna Insurance  Nigeria,Specialty,590012.65,0.114924,25373.76,4587.32,4429.83,Proportional,USD,Kyle Jones,Closed,Machinery Breakdown,2015-06-10,0.0,Gallagher,67806.43,35285.71,30437.45,Africa
AFR-POL-2005-004668-24E7,2005-11-01,Africa,West Africa,Sierra Leone,Credit,45522.22,9489.64,4089.09,0.4309,0.6526,Continental Insurance of Sierra Leone,Catastrophic,728538.43,0.062484,29318.7,4357.47,2002.87,Aggregate XL,USD,Jennifer Robbins,In Litigation,Fire,,6190.9,Sanlam Brokers,45522.22,9489.64,4089.09,Africa
AFR-POL-2017-004669-0094,2017-09-20,Africa,Southern Africa,Madagascar,Credit,3654.99,1475.69,1329.74,0.9011,1.2657,Wilkins-Clark (Madagascar),Low,36321.66,0.100628,1641.79,490.48,441.45,Excess of Loss,EUR,James Hammond,Settled,Business Interruption,2019-01-22,0.0,Aon,3654.99,1475.69,1329.74,Africa
AFR-POL-2012-004670-0326,2012-03-20,Africa,North Africa,Egypt,Directors & Officers,181839.21,105674.6,86431.26,0.8179,1.1121,Continental Assurance of Egypt,Specialty,2629869.24,0.069144,44509.43,8251.96,2417147.7,Aggregate XL,USD,David Bell,In Litigation,Business Interruption,,84643.7,Aon,181839.21,105674.6,86431.26,Africa
AFR-POL-2011-004671-EEC4,2011-04-19,Africa,Southern Africa,South Africa,Engineering,711536.73,291133.45,0.0,,,Kerr Inc (South Africa),High,6009467.43,0.118403,398451.08,32886.34,66112.13,Aggregate XL,ZAR,Sydney Parsons,,,,0.0,Aon,711536.73,291133.45,0.0,Africa
AFR-POL-2006-004672-E916,2006-02-19,Africa,East Africa,Tanzania,Workers Compensation,8735.86,3261.99,2568.82,0.7875,1.125,"Crawford, Lane and Moyer (Tanzania)",Specialty,1863762.66,0.004687,3883.22,422.48,7957.79,Proportional,USD,Hannah Pitts,Closed,Fire,2007-05-15,0.0,Willis Towers Watson,8735.86,3261.99,2568.82,Africa
AFR-POL-2013-004673-05E6,2013-02-05,Africa,East Africa,Tanzania,Political Risk,207842.55,41254.89,0.0,,,Ubuntu Assurance of Tanzania,Catastrophic,2399350.15,0.086625,139818.62,17430.93,18659.8,Aggregate XL,ZAR,Paul Rogers,,,,0.0,Local Broker Network,207842.55,41254.89,0.0,Africa
AFR-POL-2016-004674-1770,2016-06-13,Africa,West Africa,Mali,Motor,2187.17,1011.86,473.35,0.4678,0.8401,"Wilkins, Wheeler and Moore (Mali)",Emerging,127805.39,0.017113,632.56,66.55,1252.51,Surplus,XOF,Charles Tyler,Settled,Cyber Attack,2017-02-17,0.0,Regional Partners,2187.17,1011.86,473.35,Africa
AFR-POL-2025-004675-D142,2025-10-13,Africa,West Africa,Gambia,Life,59434.51,31320.23,16180.03,0.5166,0.8373,Sahara Insurers of Gambia,Low,649537.38,0.091503,15145.89,3731.16,5552.0,Facultative,EUR,Sydney Parsons,Pending,Crop Failure,,8657.42,Marsh,59434.51,31320.23,16180.03,Africa
AFR-POL-2022-004676-27C2,2022-05-13,Africa,Central Africa,Angola,Microinsurance,1700.95,664.96,485.89,0.7307,1.0028,Harris-Nash (Angola),Medium,17895.76,0.095048,670.53,104.43,1523124.27,Quota Share,EUR,Paul Rogers,Pending,Natural Catastrophe,,403.21,Regional Partners,1700.95,664.96,485.89,Africa
AFR-POL-2016-004677-DFC0,2016-02-27,Africa,Southern Africa,South Africa,Credit,345664.0,118425.43,0.0,,,Sahara Assurance of South Africa,Medium,11656893.4,0.029653,141877.3,14063.53,53916.77,Aggregate XL,USD,Shawn Brown,,,,0.0,Howden,345664.0,118425.43,0.0,Africa
AFR-POL-2012-004678-5C9F,2012-08-07,Africa,West Africa,Nigeria,Surety,213499.79,83589.53,82385.84,0.9856,1.3161,Sahara Underwriters  Nigeria,Low,2710140.74,0.078778,120780.48,23009.5,685598.1,Aggregate XL,USD,David Bell,Closed,Cyber Attack,2014-08-10,0.0,Lockton,213499.79,83589.53,82385.84,Africa
AFR-POL-2020-004679-EE86,2020-04-03,Africa,Southern Africa,South Africa,Travel,408906.53,147328.46,51520.76,0.3497,0.5787,Guardian PLC  South Africa,Catastrophic,3689239.22,0.110838,228506.95,44329.71,43337.98,Proportional,ZAR,Jade Johnson,In Litigation,Earthquake,,19637.96,Local Broker Network,408906.53,147328.46,51520.76,Africa
AFR-POL-2023-004680-D164,2023-02-03,Africa,Southern Africa,Zimbabwe,Cyber,119938.14,80663.58,45163.54,0.5599,0.8072,Jackson-Matthews (Zimbabwe),High,1680158.34,0.071385,31432.16,5156.18,3971.38,Facultative,EUR,Jonathan Harris,Pending,Machinery Breakdown,,33751.55,Aon,119938.14,80663.58,45163.54,Africa
AFR-POL-2011-004681-AA9B,2011-02-08,Africa,Southern Africa,South Africa,Directors & Officers,501751.48,125735.78,84796.21,0.6744,1.0613,Nile Company of South Africa,Medium,5407859.33,0.092782,306157.55,57986.29,17812.08,Aggregate XL,EUR,Catherine Wilkins,In Litigation,Political Violence,,86428.22,Jubilee Brokers,501751.48,125735.78,84796.21,Africa
AFR-POL-2005-004682-9CBA,2005-02-02,Africa,North Africa,Egypt,Workers Compensation,284662.8,204913.07,85243.84,0.416,0.7877,Murray-Marshall (Egypt),Specialty,2608233.8,0.10914,37973.84,8369.47,13302.79,Surplus,EGP,James Hammond,Open,Natural Catastrophe,,86651.19,Marsh,284662.8,204913.07,85243.84,Africa
AFR-POL-2008-004683-C3E2,2008-09-21,Africa,West Africa,Mali,Engineering,57747.66,35065.03,0.0,,,"Adams, Ponce and Perez (Mali)",Emerging,493520.21,0.117012,6107.74,928.28,5540.86,Stop Loss,USD,Jacqueline Young,,,,0.0,Lockton,57747.66,35065.03,0.0,Africa
AFR-POL-2018-004684-C9FD,2018-06-30,Africa,East Africa,Kenya,Surety,156735.43,89407.06,0.0,,,Vargas PLC (Kenya),Medium,1480775.71,0.105847,13061.82,3765.82,9000.19,Quota Share,USD,Ryan Mack,,,,0.0,Old Mutual Intermediaries,156735.43,89407.06,0.0,Africa
AFR-POL-2020-004685-234B,2020-12-05,Africa,West Africa,Ivory Coast,Microinsurance,10832.06,7353.47,0.0,,,Burns Group (Ivory Coast),Specialty,133199.41,0.081322,2971.75,404.41,2032459.76,Excess of Loss,XOF,Thomas Berry,,,,0.0,Old Mutual Intermediaries,10832.06,7353.47,0.0,Africa
AFR-POL-2008-004686-7546,2008-03-21,Africa,West Africa,Nigeria,Cyber,16341.59,11100.37,8609.45,0.7756,1.0464,Williams-Mitchell (Nigeria),Catastrophic,2570494.15,0.006357,4219.27,1264.1,22763.13,Facultative,USD,Kyle Jones,In Litigation,Liability Claim,,4794.88,Local Broker Network,16341.59,11100.37,8609.45,Africa
AFR-POL-2010-004687-FCE9,2010-09-02,Africa,West Africa,Nigeria,Credit,72252.23,47055.74,0.0,,,Continental Holdings of Nigeria,Specialty,1120585.48,0.064477,23415.44,6855.8,5273.6,Excess of Loss,NGN,Lori Pham,,,,0.0,Regional Partners,72252.23,47055.74,0.0,Africa
AFR-POL-2008-004688-4FAF,2008-03-10,Africa,East Africa,Kenya,Engineering,74357.98,30592.48,0.0,,,Savanna Assurance  Kenya,Low,4072783.9,0.018257,31603.65,9471.02,28324.24,Excess of Loss,USD,Cynthia Webb,,,,0.0,African Risk Capacity,74357.98,30592.48,0.0,Africa
AFR-POL-2024-004689-5D88,2024-03-21,Africa,West Africa,Liberia,Marine,7000.65,4973.47,1812.83,0.3645,0.6676,Horizon Insurance  Liberia,Low,65113.89,0.107514,864.38,126.48,1961907.83,Aggregate XL,ZAR,Jeffrey Fisher,In Litigation,Medical Expense,,557.01,Regional Partners,7000.65,4973.47,1812.83,Africa
AFR-POL-2012-004690-EA14,2012-05-31,Africa,North Africa,Egypt,Property,923862.69,437783.3,0.0,,,Continental Mutual  Egypt,Catastrophic,30049024.97,0.030745,418879.32,58340.98,549233.87,Aggregate XL,USD,Kelsey Pacheco,,,,0.0,Willis Towers Watson,923862.69,437783.3,0.0,Africa
AFR-POL-2013-004691-2D2D,2013-11-07,Africa,Southern Africa,South Africa,Travel,723777.76,621158.78,0.0,,,Savanna Ltd of South Africa,Medium,31468514.01,0.023,49040.0,9507.18,211771.9,Quota Share,EUR,Amanda Taylor,,,,0.0,Independent African Agents,723777.76,621158.78,0.0,Africa
AFR-POL-2005-004692-E397,2005-02-17,Africa,Southern Africa,South Africa,Workers Compensation,212863.32,108072.15,97794.49,0.9049,1.1794,Green Ltd (South Africa),Specialty,2674841.8,0.07958,40121.8,10072.76,18488.31,Proportional,EUR,Catherine Wilkins,Closed,Crop Failure,2006-06-01,0.0,Aon,212863.32,108072.15,97794.49,Africa
AFR-POL-2021-004693-E6C6,2021-03-29,Africa,North Africa,Morocco,Workers Compensation,118626.68,35823.63,0.0,,,Thomas-Gould (Morocco),High,2236761.06,0.053035,68433.41,6424.99,752778.58,Aggregate XL,USD,Jeffrey Fisher,,,,0.0,Aon,118626.68,35823.63,0.0,Africa
AFR-POL-2010-004694-CABD,2010-08-08,Africa,West Africa,Nigeria,Engineering,34486.14,13543.93,5339.02,0.3942,0.7939,National Holdings  Nigeria,Catastrophic,428502.96,0.080481,20486.58,3041.73,2017.66,Surplus,NGN,Lori Pham,In Litigation,Earthquake,,4686.62,Jubilee Brokers,34486.14,13543.93,5339.02,Africa
AFR-POL-2008-004695-91EA,2008-02-09,Africa,East Africa,Kenya,Engineering,117098.27,55949.5,54500.41,0.9741,1.3104,National Group of Kenya,High,1042546.94,0.112319,28339.43,5142.07,3898.28,Excess of Loss,USD,Misty Stout,Settled,Cyber Attack,2009-04-04,0.0,Lockton,117098.27,55949.5,54500.41,Africa
AFR-POL-2016-004696-E68B,2016-08-21,Africa,West Africa,Nigeria,Liability,232370.65,136697.09,0.0,,,Wagner PLC (Nigeria),High,2637120.31,0.088115,84019.32,20789.68,27403.36,Facultative,USD,Evan Peterson,,,,0.0,Aon,232370.65,136697.09,0.0,Africa
AFR-POL-2015-004697-31E5,2015-09-29,Africa,North Africa,Morocco,Terrorism,26531.8,15327.82,15795.32,1.0305,1.3051,Lloyd-Taylor (Morocco),Emerging,1595690.48,0.016627,6055.64,1045.59,7610.99,Stop Loss,EUR,Kimberly Thomas,Closed,Mortality,2017-04-01,0.0,Lockton,26531.8,15327.82,15795.32,Africa
AFR-POL-2015-004698-E682,2015-04-27,Africa,Southern Africa,Mozambique,Liability,2112.99,1447.81,0.0,,,Smith-Smith (Mozambique),Medium,22340.22,0.094582,239.74,29.8,968804.82,Surplus,USD,Kyle Jones,,,,0.0,Willis Towers Watson,2112.99,1447.81,0.0,Africa
AFR-POL-2015-004699-387C,2015-08-20,Africa,West Africa,Ghana,Terrorism,40146.42,20756.08,0.0,,,"Davidson, Mathews and Taylor (Ghana)",High,1859688.15,0.021588,19118.63,2970.39,556051.48,Proportional,ZAR,Jeffrey Smith,,,,0.0,African Risk Capacity,40146.42,20756.08,0.0,Africa
AFR-POL-2010-004700-5B6F,2010-11-18,Africa,North Africa,Algeria,Property,14148.44,10522.48,5329.64,0.5065,0.7163,Chen and Sons (Algeria),Low,173596.31,0.081502,2074.73,463.72,791.9,Facultative,USD,Rachel Webb,Open,Natural Catastrophe,,7442.41,Howden,14148.44,10522.48,5329.64,Africa
AFR-POL-2007-004701-3C29,2007-10-30,Africa,West Africa,Ghana,Marine,110547.61,27771.17,0.0,,,Pan-African Underwriters  Ghana,Low,1269362.66,0.087089,65959.02,16914.2,8656.48,Proportional,EUR,Brandon Russell,,,,0.0,Marsh,110547.61,27771.17,0.0,Africa
AFR-POL-2022-004702-A464,2022-04-16,Africa,Southern Africa,South Africa,Surety,73235.0,34388.17,31300.11,0.9102,1.2859,Ubuntu Group  South Africa,Catastrophic,654463.73,0.111901,11265.75,2934.63,3345.15,Proportional,EUR,Angel Benson,Closed,Machinery Breakdown,2025-02-01,0.0,Regional Partners,73235.0,34388.17,31300.11,Africa
AFR-POL-2013-004703-EA92,2013-06-13,Africa,Southern Africa,South Africa,Health,643900.34,349412.64,307727.71,0.8807,1.2059,Savanna Company of South Africa,Medium,10869023.4,0.059242,101483.82,20111.56,81339.83,Quota Share,EUR,Amanda Taylor,Denied,Crop Failure,,0.0,Lockton,643900.34,349412.64,307727.71,Africa
AFR-POL-2005-004704-BA28,2005-08-04,Africa,North Africa,Egypt,Marine,211393.57,84287.21,85728.52,1.0171,1.2225,Ubuntu Insurance of Egypt,Medium,57065237.53,0.003704,84847.5,20207.66,406138.08,Proportional,EGP,Aaron Graham,In Litigation,Natural Catastrophe,,51439.23,Jubilee Brokers,211393.57,84287.21,85728.52,Africa
AFR-POL-2008-004705-34E5,2008-02-08,Africa,West Africa,Nigeria,Agriculture,61100.54,52062.51,0.0,,,"Wang, Rosales and Mann (Nigeria)",Specialty,1171209.99,0.052169,3561.3,292.25,181316.31,Proportional,USD,Rick Johnson,,,,0.0,Marsh,61100.54,52062.51,0.0,Africa
AFR-POL-2010-004706-D1D8,2010-03-06,Africa,North Africa,Egypt,Liability,54541.96,37362.57,25137.54,0.6728,1.0647,Horizon Insurance  Egypt,Low,1302714.25,0.041868,13392.11,3996.56,1377723.68,Facultative,EGP,George Cook,In Litigation,Storm,,11959.57,Aon,54541.96,37362.57,25137.54,Africa
AFR-POL-2011-004707-888A,2011-08-12,Africa,East Africa,Ethiopia,Motor,555256.66,233261.08,93187.8,0.3995,0.7075,"Johnston, Ruiz and Carrillo (Ethiopia)",Emerging,10893989.51,0.050969,281680.54,62689.16,135154.3,Quota Share,USD,Misty Stout,Closed,Flood,2012-04-15,0.0,Aon,555256.66,233261.08,93187.8,Africa
AFR-POL-2016-004708-4433,2016-04-10,Africa,Central Africa,Angola,Energy,653395.94,200675.86,132325.66,0.6594,0.861,Ubuntu PLC of Angola,High,17834084.29,0.036637,398948.48,86527.88,72851.46,Surplus,ZAR,Catherine Wilkins,Open,Liability Claim,,157447.31,Lockton,653395.94,200675.86,132325.66,Africa
AFR-POL-2019-004709-9415,2019-11-13,Africa,Central Africa,Gabon,Life,92060.37,42392.6,15825.16,0.3733,0.7526,Ubuntu Assurance of Gabon,Emerging,1110742.39,0.082882,35029.64,3139.11,2089804.97,Stop Loss,XAF,David Bell,Open,Civil Unrest,,8021.03,Regional Partners,92060.37,42392.6,15825.16,Africa
AFR-POL-2006-004710-FBF7,2006-04-12,Africa,East Africa,Kenya,Aviation,89617.94,36614.34,0.0,,,Continental Assurance of Kenya,High,1378045.91,0.065033,38292.2,3720.74,4553.28,Excess of Loss,KES,Laura Tucker,,,,0.0,Lockton,89617.94,36614.34,0.0,Africa
AFR-POL-2024-004711-BA69,2024-08-10,Africa,Southern Africa,South Africa,Terrorism,261950.78,201803.05,185416.64,0.9188,1.1196,Continental Group of South Africa,Specialty,3323197.85,0.078825,30104.28,7831.05,2498236.83,Facultative,ZAR,Aaron Graham,Open,Crop Failure,,50196.48,Independent African Agents,261950.78,201803.05,185416.64,Africa
AFR-POL-2014-004712-51FF,2014-08-16,Africa,West Africa,Ghana,Cyber,168407.85,83511.62,213831.5,2.5605,2.9535,Horizon Insurers  Ghana,Specialty,2426272.15,0.06941,37237.69,3071.89,2181548.24,Surplus,EUR,Evelyn Christian,Pending,Cyber Attack,,194002.58,Willis Towers Watson,168407.85,83511.62,213831.5,Africa
AFR-POL-2024-004713-2CCE,2024-03-04,Africa,East Africa,Kenya,Casualty,141928.3,41795.43,24358.38,0.5828,0.9095,Smith-Mccormick (Kenya),High,8097999.66,0.017526,99866.56,28783.44,31290.9,Quota Share,USD,Ryan Mack,Open,Medical Expense,,25817.29,Aon,141928.3,41795.43,24358.38,Africa
AFR-POL-2006-004714-2DA2,2006-08-15,Africa,North Africa,Egypt,Life,212687.13,135601.21,119979.95,0.8848,1.0885,Schmitt LLC (Egypt),Emerging,2993030.97,0.071061,24998.74,2098.71,30962.25,Quota Share,USD,Jerome Whitehead,Denied,Liability Claim,,0.0,Aon,212687.13,135601.21,119979.95,Africa
AFR-POL-2010-004715-1E1B,2010-05-19,Africa,North Africa,Morocco,Cyber,95627.81,86624.36,36226.31,0.4182,0.6587,"Mercado, Santos and Clark (Morocco)",Catastrophic,2343773.81,0.040801,5157.04,1001.95,1802515.99,Stop Loss,MAD,James Jones,Pending,Fire,,42605.52,Willis Towers Watson,95627.81,86624.36,36226.31,Africa
AFR-POL-2011-004716-4B3C,2011-11-12,Africa,North Africa,Algeria,Travel,17554.25,14559.46,9114.22,0.626,0.8325,Premier Group  Algeria,Medium,198822.01,0.088291,1144.99,102.19,523.42,Facultative,MAD,Angel Benson,Settled,Earthquake,2012-01-24,0.0,Independent African Agents,17554.25,14559.46,9114.22,Africa
AFR-POL-2010-004717-84C9,2010-08-24,Africa,East Africa,Uganda,Microinsurance,9571.1,5986.04,4667.32,0.7797,1.0394,"Osborne, Chambers and Humphrey (Uganda)",Emerging,209453.26,0.045696,1016.32,112.76,423513.73,Excess of Loss,ZAR,Rick Johnson,Settled,Cyber Attack,2012-03-11,0.0,Gallagher,9571.1,5986.04,4667.32,Africa
AFR-POL-2021-004718-5DF2,2021-03-30,Africa,East Africa,Uganda,Motor,36125.65,24278.12,0.0,,,Regional Company of Uganda,Medium,1312301.68,0.027528,2415.51,298.48,14685.96,Quota Share,ZAR,Mark Booker,,,,0.0,Gallagher,36125.65,24278.12,0.0,Africa
AFR-POL-2023-004719-1E68,2023-07-25,Africa,West Africa,Cameroon,Surety,83650.37,42367.08,30517.01,0.7203,1.0341,Sahara Re  Cameroon,Catastrophic,13370248.42,0.006256,39332.54,9208.16,46591.02,Proportional,XAF,Kyle Jones,In Litigation,Business Interruption,,41800.82,Marsh,83650.37,42367.08,30517.01,Africa
AFR-POL-2005-004720-879F,2005-12-11,Africa,Southern Africa,South Africa,Aviation,470850.3,285115.59,237814.91,0.8341,1.1404,Pan-African Mutual  South Africa,Low,10694308.07,0.044028,29672.01,6114.81,73180.33,Surplus,ZAR,Rick Johnson,Open,Accident,,83507.77,Marsh,470850.3,285115.59,237814.91,Africa
AFR-POL-2021-004721-0C53,2021-06-22,Africa,West Africa,Senegal,Microinsurance,8818.93,2703.62,2619.81,0.969,1.2407,Guardian Re  Senegal,Specialty,155689.3,0.056644,5301.58,508.41,1576.41,Excess of Loss,EUR,Hannah Pitts,Denied,Industrial Accident,,0.0,African Risk Capacity,8818.93,2703.62,2619.81,Africa
AFR-POL-2017-004722-E689,2017-03-05,Africa,West Africa,Nigeria,Catastrophe,721030.1,418156.9,999478.62,2.3902,2.7043,"Kramer, Blanchard and Peterson (Nigeria)",Catastrophic,35450692.57,0.020339,164829.81,41063.8,115809.49,Excess of Loss,USD,Catherine Wilkins,In Litigation,Medical Expense,,458659.02,Lockton,721030.1,418156.9,999478.62,Africa
AFR-POL-2018-004723-06ED,2018-09-25,Africa,North Africa,Tunisia,Aviation,4515.49,1986.51,1204.82,0.6065,0.826,Ubuntu Holdings of Tunisia,Specialty,51211.54,0.088173,1927.07,318.17,166.46,Surplus,MAD,Catherine Wilkins,Open,Business Interruption,,948.88,Regional Partners,4515.49,1986.51,1204.82,Africa
AFR-POL-2011-004724-60FF,2011-01-15,Africa,West Africa,Nigeria,Motor,37026.81,14927.8,0.0,,,Horizon Group of Nigeria,Emerging,320982.84,0.115354,17799.19,4370.84,1195.95,Aggregate XL,NGN,Lori Pham,,,,0.0,Aon,37026.81,14927.8,0.0,Africa
AFR-POL-2014-004725-8C7C,2014-12-29,Africa,East Africa,Tanzania,Energy,37553.86,22581.35,11629.4,0.515,0.7654,African PLC  Tanzania,Emerging,794444.62,0.047271,11678.59,1427.35,545687.05,Stop Loss,USD,Mark Villanueva,Pending,Fire,,11710.09,Willis Towers Watson,37553.86,22581.35,11629.4,Africa
AFR-POL-2023-004726-3E94,2023-02-14,Africa,North Africa,Morocco,Political Risk,580097.85,278354.99,0.0,,,"Hernandez, Hernandez and Dyer (Morocco)",High,4861064.52,0.119336,134094.36,38803.44,20976.27,Aggregate XL,EUR,Ryan Mack,,,,0.0,Sanlam Brokers,580097.85,278354.99,0.0,Africa
AFR-POL-2018-004727-C6CA,2018-05-19,Africa,East Africa,Ethiopia,Terrorism,2740.51,1568.09,592.58,0.3779,0.5813,"Johnson, Cortez and Nguyen (Ethiopia)",High,180268.91,0.015202,772.06,72.61,1222.32,Proportional,ZAR,Hannah Pitts,In Litigation,Mortality,,293.9,Aon,2740.51,1568.09,592.58,Africa
AFR-POL-2013-004728-83BB,2013-09-13,Africa,North Africa,Egypt,Cyber,262268.83,112882.39,55888.07,0.4951,0.8465,Savanna PLC  Egypt,Emerging,4206160.14,0.062354,77656.39,11525.87,2253379.58,Surplus,USD,Cynthia Webb,Settled,Civil Unrest,2015-04-26,0.0,Independent African Agents,262268.83,112882.39,55888.07,Africa
AFR-POL-2009-004729-68FB,2009-01-12,Africa,North Africa,Libya,Engineering,110582.91,30643.1,70892.81,2.3135,2.6037,National Re  Libya,Emerging,1372352.88,0.080579,69200.56,10679.45,2001210.04,Aggregate XL,ZAR,Lori Pham,Denied,Fire,,0.0,Aon,110582.91,30643.1,70892.81,Africa
AFR-POL-2007-004730-0FF7,2007-09-17,Africa,West Africa,Benin,Health,31312.81,7398.18,0.0,,,Horizon Underwriters of Benin,Medium,1107457.88,0.028274,22169.01,3585.66,13905.35,Facultative,XOF,Danny Mason,,,,0.0,Jubilee Brokers,31312.81,7398.18,0.0,Africa
AFR-POL-2018-004731-6106,2018-03-31,Africa,Southern Africa,South Africa,Surety,655922.48,547523.63,612459.93,1.1186,1.5064,Sparks-Ruiz (South Africa),Catastrophic,13840107.11,0.047393,36124.93,6900.63,1428107.02,Quota Share,USD,Antonio Taylor,In Litigation,Civil Unrest,,339416.97,Lockton,655922.48,547523.63,612459.93,Africa
AFR-POL-2009-004732-7A33,2009-02-02,Africa,Southern Africa,South Africa,Engineering,219039.69,37875.8,0.0,,,Guardian Ltd of South Africa,Low,2204725.61,0.09935,157343.3,44204.83,28028.91,Stop Loss,ZAR,Misty Stout,,,,0.0,Old Mutual Intermediaries,219039.69,37875.8,0.0,Africa
